pk,jsondata,id,name,description,markup_description,analyzed,gloss,type,source,comment,original_script,xhtml,markup_text,markup_analyzed,markup_gloss,markup_comment,language_pk,version
5231,,igt-3051,hava i àumuv,father left,,hava i	àumuv,father	he.left,,,,,,,hava<sup>i</sup>	àumuv,father	he.left,"<div class=""comments"">
  <p> </p>
</div>",2338,1
5232,,igt-3052,to u sav sàbhasib,which woman hit you,,to u	sav	sàbhasib,which	woman	hit.you,,,,,,,to<sup>u</sup>	sav	sàbhasib,which	woman	hit.you,"<div class=""comments"">
  <p> </p>
</div>",2338,1
5233,,igt-3053,nok saham epe ndakèdeh,we shot a kangaroo,,nok	saham	epe	ndakèdeh,we	kangaroo	he	we.shot,,,,,,,nok	saham	epe	ndakèdeh,we	kangaroo	he	we.shot,"<div class=""comments"">
  <p> </p>
</div>",2338,1
5234,,igt-3054,epe àumuv,he left,,epe	àumuv,he	he.left,,,,,,,epe	àumuv,he	he.left,"<div class=""comments"">
  <p> </p>
</div>",2338,1
5235,,igt-3055,nok mònarin,you called me,,nok	mònarin,I	you.called.me,,,,,,,nok	mònarin,I	you.called.me,"<div class=""comments"">
  <p> </p>
</div>",2338,1
5236,,3389,"ARM: irree ""arm"" HAND: harka ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: irree</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: harka</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,827,1
5237,,igt-3056,Mieri - dem,Mary and company,,Mieri - dem,Mary - they,,,,,,,"Mieri<span class=""s2"">-</span>dem","Mary<span class=""s2"">-</span>they","<div class=""comments"">
  
</div>",120,1
5238,,igt-3057,Paasn - dem,Parson and company,,Paasn - dem,Parson - they,,,,,,,"Paasn<span class=""s2"">-</span>dem","Parson<span class=""s2"">-</span>they","<div class=""comments"">
  
</div>",120,1
5239,,igt-3058,alu,’go’,,alu,go.sg,,,,,,,alu,go.sg,"<div class=""comments"">
  <p>source: Mosel and Hovdhaugen, 1994: 117, Aiga and Niklas Jonsson, p. c.</p>
</div>",2304,1
5240,,igt-3059,o̅,’go’,,o̅,go.pl,,,,,,,o̅,go.pl,"<div class=""comments"">
  <p>source: Mosel and Hovdhaugen, 1994: 117, Aiga and Niklas Jonsson, p. c.</p>
</div>",2304,1
5241,,igt-3060,sau,’come’,,sau,come.sg,,,,,,,sau,come.sg,"<div class=""comments"">
  <p>source: Mosel and Hovdhaugen, 1994: 117, Aiga and Niklas Jonsson, p. c.</p>
</div>",2304,1
5242,,igt-3061,o̅(mai),’come’,,o̅(mai),come.pl,,,,,,,o̅(mai),come.pl,"<div class=""comments"">
  <p>source: Mosel and Hovdhaugen, 1994: 117, Aiga and Niklas Jonsson, p. c.</p>
</div>",2304,1
5243,,3392,"There is a remarkable 1st person non-singular distinction in
Gooniyandi, namely ""restricted"" versus ""unrestricted"": the former
includes {1st du incl, 1st du excl, and 1st pl excl}, the latter
{1st pl incl}.",,,,,,,,,"<div class=""Example"">
<p>There is a remarkable 1st person non-singular distinction in
Gooniyandi, namely ""restricted"" versus ""unrestricted"": the former
includes {1st du incl, 1st du excl, and 1st pl excl}, the latter
{1st pl incl}.<br></br>
- 2nd person non-sg <i>gidi</i> is used to address kinsmen who are
in an avoidence relationship to the speaker (not 2nd sg
<i>nginyij</i>).<br></br>
- or 3rd pl <i>bidi</i> to refer to a kinsman who is in an
avoidence relation to speaker<br></br>
- the 1st unrestricted (<i>yaadi</i>) may be used instead of 1st
restricted if the hearer is in a avoidence relation to
speaker<br></br>
- The use of plural pronominals to refer to kinspeople with whom an
avoidence relation exists resembles European politeness
strategies</p></div>",,,,,2481,1
5244,,igt-3062,o - w saʔit - ār - u - b mak’a - ła ek’ w a,He is at Said [and others]’s place.,,o - w	saʔit - ār - u - b	mak’a - ła	ek’ w a,that - M	Said - Pl - OBL.PL - GEN.N	place - LOC	COP,,,,,,,"o<span class=""s2"">-</span>w	saʔit<span class=""s2"">-</span>ār<span class=""s2"">-</span>u<span class=""s2"">-</span>b	mak’a<span class=""s2"">-</span>ła	ek’<span class=""s3""><sup>w</sup></span>a","that<span class=""s2"">-</span>M	Said<span class=""s2"">-</span>Pl<span class=""s2"">-</span>OBL.PL<span class=""s2"">-</span>GEN.N	place<span class=""s2"">-</span>LOC	COP","<div class=""comments"">
  <p>(Daniel 1999: 367)</p>
</div>",1213,1
5245,,3394,"ARM: t[h]arrak ""arm"" (from 1) dharrak ""arm"" (from 2) HAND: marna ""hand"" (from 1) marnang ""hand"" (from 2)",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: t[h]arrak</p>
</td>
<td>
<p>""arm"" (from 1)</p>
</td>
</tr>
<tr>
<td>
<p>dharrak</p>
</td>
<td>
<p>""arm"" (from 2)</p>
</td>
</tr>
<tr>
<td>
<p>HAND: marna</p>
</td>
<td>
<p>""hand"" (from 1)</p>
</td>
</tr>
<tr>
<td>
<p>marnang</p>
</td>
<td>
<p>""hand"" (from 2)</p>
</td>
</tr>
</table></div>",,,,,1334,1
5246,,3395,tii,,,,,,,,,"<div class=""Example""><p><i>tii</i></p></div>",,,,,2532,1
5247,,igt-3063,Kafi - nak,Kafi and company,,Kafi - nak,Kafi - APL,,,,,,,"Kafi<span class=""s2"">-</span>nak","Kafi<span class=""s2"">-</span>APL","<div class=""comments"">
  
</div>",1051,1
5250,,igt-3064,sarà sə̀ la bə̀ ba rà,‘my seeing you’ (lit. ‘your seeing by me’),,sarà	sə̀	la	bə̀	ba	rà,I	me	by	your(set2)	see	an,,,,,,,sarà	sə̀	la	bə̀	ba	rà,I	me	by	your(set2)	see	an,"<div class=""comments"">
  
</div>",2534,1
5251,,3400,reciprocal marker: am- 'also',,,,,,,,,"<div class=""comments"">
  <p>reciprocal marker: am- 'also'</p>
</div>",,,,,2442,1
5252,,3401,"ARM: nineʔkali ""my arms"" HAND: nileča, nilečeeki ""my hands""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: nineʔkali</p>
</td>
<td>
<p>""my arms""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: nileča, nilečeeki</p>
</td>
<td>
<p>""my hands""</p>
</td>
</tr>
</table></div>",,,,,597,1
5253,,3402,pronominal and adnominal identical: ŋ̀gé neutral,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">ŋ̀gé</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">neutral</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2530,1
5254,,3403,"kaiviral ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kaiviral</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2285,1
5255,,3404,pronominal and adnominal identical: a[b]nə̀y wəy / wəbrə̀y proximal distal (invisible),,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td10"" valign=""top"">
<p class=""p1"">a[b]nə̀y</p>
<p class=""p1"">wəy / wəbrə̀y</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal (invisible)</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2534,1
5256,,3405,"ARM: wi΄rʔa ""arm"" HAND: iskʔa ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: wi΄rʔa</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: iskʔa</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,2449,1
5257,,igt-3065,ciwa na drau lima sagavulu ka lima,955,,ciwa	na	drau	lima	sagavulu	ka	lima,nine	art	hundred	five	ty	and	five,,,,,,,ciwa	na	drau	lima	sagavulu	ka	lima,nine	art	hundred	five	ty	and	five,"<div class=""comments"">
  <p> </p>
</div>",2510,1
5258,,3407,instrumental marker: sa-,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>sa-</dd>
  </dl>
</div>",,,,,2399,1
5259,,igt-3066,ʔit ʕaarku (maʕa ḅaʕd),they fought (each other),,ʔit	ʕaarku	(maʕa	ḅaʕd),RESP	fought	with	RESP,,,,,,,ʔit	ʕaarku	(maʕa	ḅaʕd),RESP	fought	with	RESP,"<div class=""comments"">
  <p>reciprocal marker:      baʕd (POSS.PERS)</p>
<p>                                                  ʔit</p>
</div>",2518,1
5260,,3409,comitative marker: faafi,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>faafi</dd>
  </dl>
</div>",,,,,956,1
5261,,igt-3067,Ni-xã́ã́=rí kʷaʔà žúʔa káni xináʔa,I bought many long ropes,,Ni-xã́ã́=rí	kʷaʔà	žúʔa	káni	xináʔa,COMP-buy=1	many	rope	long	pl,,,,,,,<i>Ni-xã́ã́=rí </i>	<i>kʷaʔà </i>	<i>žúʔa </i>	<i>káni </i>	<i><b>xináʔa </b></i>,COMP-buy=1	many	rope	long	pl,,2483,1
5262,,3411,"he (M), she (F), it (N) ‘3 rd pronouns’ (plural form they ) this ‘proximate’ that ‘remote’",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>he</i> (M), <i>she</i> (F), <i>it</i> (N)</p>
</td>
<td>
<p>‘3<sup>rd</sup> pronouns’ (plural form <i>they</i>)</p>
</td>
</tr>
<tr>
<td>
<p><i>this</i></p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>that</i></p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
</table></div>",,,,,2551,1
5263,,igt-3068,Na tuwa ang lahat [sa pag ka kasagot ni Bob sa titser].,Everyone was amused at the way Bob had answered the teacher.,,Na	tuwa	ang	lahat	[sa	pag	ka	kasagot	ni	Bob	sa	titser].,tns	be.amused	top	all	dir	an	perf	answer	gen/obj	Bob	dir	teacher,,,,,,,Na	tuwa	ang	lahat	[sa	pag	ka	kasagot	ni	Bob	sa	titser].,tns	be.amused	top	all	dir	an	perf	answer	gen/obj	Bob	dir	teacher,"<div class=""comments"">
  
</div>",2525,1
5264,,3413,"jɘrɘpita ""lower arm""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>jɘrɘpita</p>
</td>
<td>
<p>""lower arm""</p>
</td>
</tr>
</table></div>",,,,,2499,1
5265,,igt-3069,một trăm hai mu·o·i mộ́t,121 (i.e. 1 x 100 + 2 x 10 + 1),,một	trăm	hai	mu·o·i	mộ́t,one	hundred	two	ten	one,,,,,,,một	trăm	hai	mu·o·i	mộ́t,one	hundred	two	ten	one,"<div class=""comments"">
  <p>source: Laurence C. Thompson 1984-1985. A Vietnamese reference grammar (= Mon-Khmer Studies 13-14), Hawaii: University of Hawaii Press, p. 189.) (NB: This is revised edition of  .</p>
</div>",2522,1
5266,,igt-3070,sárée-n adii-n ni iyyi-t-i,The white dog is barking.,,sárée-n	adii-n	ni	iyyi-t-i,dog- NOM	white- NOM	FOC	bark- F-IMPF,,,,,,,<i>sárée-n </i>	<i>adii-n </i>	<i>ni </i>	<i>iyyi-t-i </i>,dog- NOM	white- NOM	FOC	bark- F-IMPF,,2513,1
5267,,igt-3071,haat-tii okkóttée goot-t-i,Mother is cooking (lit. making the pot).,,haat-tii	okkóttée	goot-t-i,mother- NOM	pot	make- F-IMPF,,,,,,,<i>haat-tii </i>	<i>okkóttée </i>	<i>goot-t-i </i>,mother- NOM	pot	make- F-IMPF,,2513,1
5268,,3416,"shluzheha ""my fingers""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>shluzheha</p>
</td>
<td>
<p>""my fingers""</p>
</td>
</tr>
</table></div>",,,,,457,1
5925,,igt-3431,gestanden,'stand',,gestanden,stand.PFV.PTCP,,,,,,,gestanden,stand.PFV.PTCP,"<div class=""comments"">
  <p> </p>
</div>",2539,1
5269,,3417,"ARM: nnik ""my arm"" HAND: nninj ""my hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: nnik</p>
</td>
<td>
<p>""my arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: nninj</p>
</td>
<td>
<p>""my hand""</p>
</td>
</tr>
</table></div>",,,,,2207,1
5270,,3418,comitative marker: ma,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>ma</dd>
  </dl>
</div>",,,,,2304,1
5271,,3419,instrumental marker: -de,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-de</dd>
  </dl>
</div>",,,,,2127,1
5272,,igt-3072,qwaaqt-sh ‘-do-lya,I wish I were a horse,,qwaaqt-sh	‘-do-lya,horse-SUBJ	1-be-OPT,,,,,,,qwaaqt-sh	‘-do-lya,horse-SUBJ	1-be-OPT,"<div class=""comments"">
  <p> </p>

<p> </p>

</div>",2479,1
5301,,3443,"áge roróú ""fingers""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>áge roróú</p>
</td>
<td>
<p>""fingers""</p>
</td>
</tr>
</table></div>",,,,,2011,1
5273,,igt-3073,fo fo de,await each other,,fo	fo	de,RDPL	await	RESP,,,,,,,fo	fo	de,RDPL	await	RESP,"<div class=""comments"">
  <p>reciprocal marker: Reduplication of the first syllable of verb stem + -de ~ -ne</p>
</div>",2444,1
5274,,igt-3074,Bonnie va-s-ii uuyem-sh havshuu-k,The house Bonnie went to is blue.,,Bonnie	va-s-ii	uuyem-sh	havshuu-k,Bonnie	house-DEM-at	go.NOM-SUBJ	blue-REAL,,,,,,,<i>Bonnie </i>	<i>va-s-ii </i>	<i>uuyem-sh </i>	<i>havshuu-k </i>,Bonnie	house-DEM-at	go.NOM-SUBJ	blue-REAL,,2479,1
5275,,3423,"ARM: kóng ""arm, hand"" HAND: kóng ""arm, hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: kóng</p>
</td>
<td>
<p>""arm, hand""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: kóng</p>
</td>
<td>
<p>""arm, hand""</p>
</td>
</tr>
</table></div>",,,,,2265,1
5276,,igt-3075,nota,I,,nota,1sg,,,,,,,<i>nota</i>,1sg,"<div class=""comments"">
  
</div>",2472,1
5277,,igt-3076,ata,we,,ata,1pl,,,,,,,<i>ata</i>,1pl,"<div class=""comments"">
  
</div>",2472,1
5278,,igt-3077,àpá-ŋ ìʔìŋ á -kÙUfì,He hit him with the baton.,,àpá-ŋ	ìʔìŋ	á -kÙUfì,M.PERF.hit-TR	3SG.M	instr -baton,,,,,,,"<i>àpá-ŋ </i>	<i>ìʔìŋ </i>	<span style=""font-style:italic;""> <b>á</b>-kÙUfì</span>","M.PERF.hit-TR	3SG.M	<span style=""font-weight:bold; font-variant: small-caps;"">instr</span>-baton",,2497,1
5279,,3426,comitative marker: -uc,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-uc</dd>
  </dl>
</div>",,,,,948,1
5280,,igt-3078,Ò cìmbù.,She (usually) leaves.,,Ò	cìmbù.,3 SG	leave.PRES.HABITUAL,,,,,,,<i>Ò </i>	<i>cìmbù. </i>,3 SG	leave. PRES.HABITUAL,,2311,1
5281,,igt-3079,Ò cìmbú.,She left.,,Ò	cìmbú.,3 SG	leave.PST.PFV,,,,,,,<i>Ò </i>	<i>cìmbú. </i>,3 SG	leave. PST.PFV,,2311,1
5282,,3428,am ‘3 rd pronoun’ im ‘proximate’ am ‘distal’ at’a ‘remote (yonder)’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>am</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>im</i></p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>am</i></p>
</td>
<td>
<p>‘distal’</p>
</td>
</tr>
<tr>
<td>
<p><i>at’a</i></p>
</td>
<td>
<p>‘remote (yonder)’</p>
</td>
</tr>
</table></div>",,,,,2541,1
5283,,3429,"deget ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>deget</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2355,1
5284,,3430,te,,,,,,,,,"<div class=""Example""><p><i>te</i></p></div>",,,,,2329,1
5285,,3431,"ARM: mā̧'-da ""hand, arm"" HAND: mā̧'-da ""hand, arm""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: mā̧'-da</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: mā̧'-da</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
</table></div>",,,,,2448,1
5286,,3432,'tahtim,,,,,,,,,"<div class=""Example""><p><i>'tahtim</i></p></div>",,,,,2385,1
5287,,3433,instrumental and comitative marker: šì,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>šì</dd>
  </dl>
</div>",,,,,1265,1
5288,,3434,"ARM: yaboule ""bras"" apori ""bras ... main"" HAND: amecou ""main"" apori ""bras ... main""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: yaboule</p>
</td>
<td>
<p>""bras""</p>
</td>
</tr>
<tr>
<td>
<p>apori</p>
</td>
<td>
<p>""bras ... main""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: amecou</p>
</td>
<td>
<p>""main""</p>
</td>
</tr>
<tr>
<td>
<p>apori</p>
</td>
<td>
<p>""bras ... main""</p>
</td>
</tr>
</table></div>",,,,,2378,1
5289,,igt-3080,-oum,I,,-oum,1 SG .PRES,,,,,,,-oum,"<span class=""s1"">1</span>SG<span class=""s1"">.</span>PRES","<div class=""comments"">
  
</div>",2398,1
5290,,igt-3081,-oun,we,,-oun,1 PL .PRES,,,,,,,-oun,"<span class=""s1"">1</span>PL<span class=""s1"">.</span>PRES","<div class=""comments"">
  
</div>",2398,1
5291,,3436,"ine (M), inatl (F) ‘3 rd pronouns’ ni’de (M), ni’datl (F) ‘proximate’ ka’ne (M) ka ’natl (F) ’distal’",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>ine</i> (M), <i>inatl</i> (F)</p>
</td>
<td>
<p>‘3<sup>rd</sup> pronouns’</p>
</td>
</tr>
<tr>
<td>
<p><i>ni’de</i> (M), <i>ni’datl</i> (F)</p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>ka’ne</i> (M) <i>ka</i><i>’natl</i> (F)</p>
</td>
<td>
<p>’distal’</p>
</td>
</tr>
</table></div>",,,,,2423,1
5292,,3437,instrumental marker: -gunəŋ,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-gunəŋ</dd>
  </dl>
</div>",,,,,2370,1
5293,,igt-3082,il-qaraar haadha,this decision,,il-qaraar	haadha,the-decision	this,,,,,,,<i>il-qaraar </i>	<i>haadha </i>,the-decision	this,,2258,1
5294,,igt-3083,haadha l-qaraar,this decision,,haadha	l-qaraar,this	the-decision,,,,,,,<i>haadha </i>	<i>l-qaraar </i>,this	the-decision,,2258,1
5295,,igt-3084,-n,I,,-n,1 SG,,,,,,,-n,"<span class=""s1"">1</span>SG","<div class=""comments"">
  
</div>",2546,1
5296,,igt-3085,-mme,we,,-mme,1 PL,,,,,,,-mme,"<span class=""s1"">1</span>PL","<div class=""comments"">
  
</div>",2546,1
5297,,3440,instrumental marker: ʻunai,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>ʻunai</dd>
  </dl>
</div>",,,,,1982,1
5298,,3441,instrumental marker: ins,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>ins</dd>
  </dl>
</div>",,,,,2353,1
5299,,igt-3086,wi- na nua -r,my wife,,wi- na	nua -r,1SG-GEN	woman- 1SG,,,,,,,"<span style=""font-style:italic;""><i>wi-</i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>na</b></i></span>	<span style=""font-style:italic;""><i>nua</i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>-r</b></i></span>",1SG-GEN	woman- 1SG,,2095,1
5300,,igt-3087,tarách-ru-mi- n nawánt- an su- Ø -sá-ja-i,I gave your garment to (my) son.,,tarách-ru-mi- n	nawánt- an	su- Ø -sá-ja-i,garment- POSS  - 2SG-OBJ	son- OBJ	give-3- ASP  - 1SG-DECL,,,,,,,"<span style=""font-style:italic;""><i>tarách-ru-mi-</i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>n</b></i></span>	<span style=""font-style:italic;""><i>nawánt-</i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>an</b></i></span>	<span style=""font-style:italic;""><i>su-</i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>Ø</b></i></span> <span style=""font-style:italic;""><i>-sá-ja-i</i></span>",garment- POSS  - 2SG-OBJ	son- OBJ	give-3- ASP  - 1SG-DECL,,2095,1
5623,,3687,comitative marker: -bi,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-bi</dd>
  </dl>
</div>",,,,,1351,1
5302,,3444,hé-naŋ 'his tongue',,,,,,,,,"<div class=""example""><table class=""example""><tr>
        <td>
          <p>
            <span style=""font-style:italic;"">hé-naŋ</span>
          </p>
        </td>
        <td>
          <p>
            <span>'his tongue'</span>
          </p>
        </td>
      </tr>
      </table></div>",,,,,2413,1
5303,,3445,té,,,,,,,,,"<div class=""Example""><p><i>té</i></p></div>",,,,,2548,1
5304,,3446,comitative marker: lúndu,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>lúndu</dd>
  </dl>
</div>",,,,,675,1
5305,,3447,shaïi,,,,,,,,,"<div class=""Example""><p><i>shaïi</i></p></div>",,,,,2513,1
5306,,igt-3088,-múk-,’die’,,-múk-,die.sg,,,,,,,-múk-,die.sg,"<div class=""comments"">
  <p> </p>
</div>",2413,1
5307,,igt-3089,-chéx-,’die’,,-chéx-,die.pl,,,,,,,-chéx-,die.pl,"<div class=""comments"">
  <p> </p>
</div>",2413,1
5308,,igt-3090,-mékan-,’kill’,,-mékan-,kill.sg.obj,,,,,,,-mékan-,kill.sg.obj,"<div class=""comments"">
  <p> </p>
</div>",2413,1
5309,,igt-3091,-chéxen-,’kill’,,-chéxen-,kill.pl.obj,,,,,,,-chéxen-,kill.pl.obj,"<div class=""comments"">
  <p> </p>
</div>",2413,1
5310,,igt-3092,-qal-,’lie’,,-qal-,lie.sg,,,,,,,-qal-,lie.sg,"<div class=""comments"">
  <p> </p>
</div>",2413,1
5311,,igt-3093,-wén-,’lie’,,-wén-,lie.pl,,,,,,,-wén-,lie.pl,"<div class=""comments"">
  <p> </p>
</div>",2413,1
5312,,igt-3094,Ha'u la k-o'i [k-ola ó].,I don't want to take (i.e. marry) you.,,Ha'u	la	k-o'i	[k-ola	ó].,I	NEG	1SG  -want	1SG  -take	you,,,,,,,"<span style=""font-style:italic;""><i>Ha'u</i></span>	<span style=""font-style:italic;""><i>la</i></span>	<span style=""font-style:italic;""><i>k-o'i</i></span>	<span style=""font-style:italic;""><i>[k-ola</i></span>	<span style=""font-style:italic;""><i>ó].</i></span>",I	NEG	1SG  -want	1SG  -take	you,,2255,1
5313,,3450,"metuti ""dedo indice""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>metuti</p>
</td>
<td>
<p>""dedo indice""</p>
</td>
</tr>
</table></div>",,,,,1025,1
5314,,3451,"reciprocal marker: -manya, -rinya, -tinya",,,,,,,,,"<div class=""comments"">
  <p>reciprocal marker: -manya, -rinya, -tinya</p>
</div>",,,,,2383,1
5315,,3452,čaj,,,,,,,,,"<div class=""Example""><p><i>čaj</i></p></div>",,,,,908,1
5316,,3453,"ARM: woipá ""brachium"" HAND: woipö' ""manus""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: woipá</p>
</td>
<td>
<p>""brachium""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: woipö'</p>
</td>
<td>
<p>""manus""</p>
</td>
</tr>
</table></div>",,,,,1192,1
5317,,3454,reciprocal marker: bir-bir-POSS.PERS-CASE (one-one-POSS.PERS-CASE),,,,,,,,,"<div class=""comments"">
  <p>reciprocal marker: bir-bir-POSS.PERS-CASE (one-one-POSS.PERS-CASE)</p>
</div>",,,,,2549,1
5318,,3455,"dak'tilo ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>dak'tilo</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2540,1
5319,,igt-3095,[esey kursel]= lo uski-takki-s-i,I was born in an old village.,,[esey	kursel]= lo	uski-takki-s-i,[village	old]= loc	born-PASS-PST-1SG,,,,,,,"<i>[esey </i>	<span style=""font-style:italic;"">kursel]=<b>lo</b> </span>	<i>uski-takki-s-i </i>","[village	old]=<span style=""font-weight:bold; font-variant: small-caps;"">loc</span>	born-PASS-PST-1SG",,1476,1
5320,,igt-3096,tāmen yòng shǒu chī-fan,They eat with their hands.,,tāmen	yòng	shǒu	chī-fan,3PL	use	hand	eat-food,,,,,,,<i>tāmen </i>	<i>yòng </i>	<i>shǒu </i>	<i>chī-fan </i>,3PL	use	hand	eat-food,,2543,1
5321,,igt-3097,Pfo peno thi mozhu-ṭio!,May he die soon!,,Pfo	peno	thi	mozhu-ṭio!,he	OPT	die.IMP	soon,,,,,,,<i>Pfo </i>	<i>peno </i>	<i>thi </i>	<i>mozhu-ṭio! </i>,he	OPT	die.IMP	soon,,1730,1
5322,,3459,instrumental marker: -(ŭ)ro,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-(ŭ)ro</dd>
  </dl>
</div>",,,,,2536,1
5323,,3460,"ARM: nu ""arm/hand"" HAND: nu ""arm/hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: nu</p>
</td>
<td>
<p>""arm/hand""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: nu</p>
</td>
<td>
<p>""arm/hand""</p>
</td>
</tr>
</table></div>",,,,,326,1
5324,,3461,"ARM: taliq ""arm of a person ... forelimbs of animals ..."" HAND: aggait ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: taliq</p>
</td>
<td>
<p>""arm of a person ... forelimbs of animals ...""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: aggait</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,688,1
5325,,igt-3098,i=lepblo=n estudiante,the student's book,,i=lepblo=n	estudiante,ART  =book= LINK	student,,,,,,,"<span style=""font-style:italic;""><i>i=lepblo=n</i></span>	<span style=""font-style:italic;""><i>estudiante</i></span>",ART  =book= LINK	student,,2508,1
