pk,jsondata,id,name,description,markup_description,parameter_pk,number,abbr,version
912,"{""icon"": ""t66ff33""}",144E-11,SVONeg/VSONeg,SVONeg/VSONeg,,166,11,,1
913,"{""icon"": ""ddd0000""}",144E-12,NegSVO/NegVOS,NegSVO/NegVOS,,166,12,,1
914,"{""icon"": ""d990099""}",144E-13,SNegVO/NegVOS,SNegVO/NegVOS,,166,13,,1
915,"{""icon"": ""s990099""}",144E-14,S[Neg-V]O/[Neg-V]OS,S[Neg-V]O/[Neg-V]OS,,166,14,,1
916,"{""icon"": ""f66ff33""}",144E-15,SVONeg/SONegV,SVONeg/SONegV,,166,15,,1
917,"{""icon"": ""f0000dd""}",144E-16,SVNegO/SOVNeg,SVNegO/SOVNeg,,166,16,,1
918,"{""icon"": ""s66ff33""}",144E-17,SVONeg/SNegOV/SOVNeg,SVONeg/SNegOV/SOVNeg,,166,17,,1
919,"{""icon"": ""cffff00""}",144E-18,NegSVO/SVNegO/NegSOV/SNegOV,NegSVO/SVNegO/NegSOV/SNegOV,,166,18,,1
920,"{""icon"": ""tffff00""}",144E-19,SNegVO/SONegV/SVONeg/SOVNeg,SNegVO/SONegV/SVONeg/SOVNeg,,166,19,,1
921,"{""icon"": ""cffffcc""}",144E-20,S[Neg-V]O/SO[Neg-V],S[Neg-V]O/SO[Neg-V],,166,20,,1
922,"{""icon"": ""tffffcc""}",144E-21,S[V-Neg]O/SO[V-Neg],S[V-Neg]O/SO[V-Neg],,166,21,,1
923,"{""icon"": ""fffff00""}",144E-22,SNegVO/SONegV/S[Neg-V]O/SO[Neg-V],SNegVO/SONegV/S[Neg-V]O/SO[Neg-V],,166,22,,1
924,"{""icon"": ""caa0000""}",144E-23,NegSVO/O[Neg-V]S,NegSVO/O[Neg-V]S,,166,23,,1
925,"{""icon"": ""cff66ff""}",144E-24,SVO & NegV/VNeg,SVO & NegV/VNeg,,166,24,,1
926,"{""icon"": ""tff66ff""}",144E-25,SVO & NegV/[V-Neg],SVO & NegV/[V-Neg],,166,25,,1
927,"{""icon"": ""cff6600""}",144E-26,SVO/VSO & NegV,SVO/VSO & NegV,,166,26,,1
928,"{""icon"": ""tff6600""}",144E-27,SVO/VOS & NegV,SVO/VOS & NegV,,166,27,,1
929,"{""icon"": ""c000000""}",144E-28,SVO/SOV & NegV/VNeg,SVO/SOV & NegV/VNeg,,166,28,,1
930,"{""icon"": ""cdd0000""}",144D-1,NegSVO,NegSVO,,167,1,,1
931,"{""icon"": ""c990099""}",144D-2,SNegVO,SNegVO,,167,2,,1
932,"{""icon"": ""c0000dd""}",144D-3,SVNegO,SVNegO,,167,3,,1
934,"{""icon"": ""t990099""}",144D-5,S[Neg-V]O,S[Neg-V]O,,167,5,,1
935,"{""icon"": ""t0000dd""}",144D-6,S[V-Neg]O,S[V-Neg]O,,167,6,,1
936,"{""icon"": ""c000000""}",144D-7,SVO&Tone,SVO with tonal negation,,167,7,,1
937,"{""icon"": ""sdd0000""}",144D-8,VSO but NegSVO,"VSO in affirmative clauses, but NegSVO",,167,8,,1
938,"{""icon"": ""s66ff33""}",144D-9,SVO/SOV but SVONeg,"SVO/SOV in affirmative clauses, but SVONeg",,167,9,,1
939,"{""icon"": ""s990099""}",144D-10,SOV/SOV but SNegVO,"SVO/SOV in affirmative clauses, but SNegVO",,167,10,,1
940,"{""icon"": ""cff66ff""}",144D-11,Other NegV,Other SVO with preverbal negative word,,167,11,,1
941,"{""icon"": ""c9999ff""}",144D-12,Other VNeg,Other SVO with postverbal negative word,,167,12,,1
942,"{""icon"": ""ccccccc""}",144D-13,More than one construction,More than one negative construction,,167,13,,1
943,"{""icon"": ""cff6600""}",144D-14,ObligNeg,SVO with obligatory double negation,,167,14,,1
944,"{""icon"": ""cffff00""}",144D-15,OptNeg,SVO with optional double negation,,167,15,,1
945,"{""icon"": ""c990099""}",81B-1,SOV or SVO,SOV or SVO,,168,1,,1
946,"{""icon"": ""tffff00""}",81B-2,VSO or VOS,VSO or VOS,,168,2,,1
947,"{""icon"": ""cff6600""}",81B-3,SVO or VSO,SVO or VSO,,168,3,,1
948,"{""icon"": ""tff6600""}",81B-4,SVO or VOS,SVO or VOS,,168,4,,1
949,"{""icon"": ""t990099""}",81B-5,SOV or OVS,SOV or OVS,,168,5,,1
950,"{""icon"": ""cdd0000""}",143E-1,NegV,Preverbal negative word,,169,1,,1
951,"{""icon"": ""c0000dd""}",143E-2,[Neg-V],Negative prefix,,169,2,,1
952,"{""icon"": ""c990099""}",143E-3,NegV&[Neg-V],Both preverbal negative word and negative prefix,,169,3,,1
954,"{""icon"": ""cdd0000""}",143C-1,NegV(Neg),NegV(Neg),,170,1,,1
955,"{""icon"": ""tdd0000""}",143C-2,(Neg)VNeg,(Neg)VNeg,,170,2,,1
956,"{""icon"": ""c990099""}",143C-3,Neg[V(-Neg)],Neg[V(-Neg)],,170,3,,1
957,"{""icon"": ""t990099""}",143C-4,(Neg)[V-Neg],(Neg)[V-Neg],,170,4,,1
958,"{""icon"": ""c0000dd""}",143C-5,[Neg-V](Neg),[Neg-V](Neg),,170,5,,1
959,"{""icon"": ""t0000dd""}",143C-6,[(Neg-)V]Neg,[(Neg-)V]Neg,,170,6,,1
960,"{""icon"": ""c66ff33""}",143C-7,[Neg-V(-Neg)],[Neg-V(-Neg)],,170,7,,1
961,"{""icon"": ""t66ff33""}",143C-8,[(Neg-)V-Neg],[(Neg-)V-Neg],,170,8,,1
962,"{""icon"": ""caa0000""}",143C-9,V(Neg)Neg,V(Neg)Neg,,170,9,,1
933,"{""icon"": ""c66ff33""}",144D-4,SVONeg,SVONeg,,167,4,,2
963,"{""icon"": ""faa0000""}",143C-10,[V-Neg](Neg),[V-Neg](Neg),,170,10,,1
964,"{""icon"": ""cffff00""}",143C-11,Neg(Neg)V,Neg(Neg)V,,170,11,,1
965,"{""icon"": ""dffff00""}",143C-12,Neg[(Neg-)]V,Neg[(Neg-)]V,,170,12,,1
966,"{""icon"": ""ccccccc""}",143C-13,NegV&OptChangeVerbStem,NegV plus optional change to verb stem,,170,13,,1
967,"{""icon"": ""tff66ff""}",143C-14,NegV/[Neg-V-Neg],NegV/[Neg-V-Neg],,170,14,,1
968,"{""icon"": ""cff66ff""}",143C-15,VNeg/[Neg-V-Neg],VNeg/[Neg-V-Neg],,170,15,,1
969,"{""icon"": ""fff66ff""}",143C-16,[Neg-V]/NegVNeg,[Neg-V]/NegVNeg,,170,16,,1
970,"{""icon"": ""c000000""}",143C-17,NegV or NegativeTone&VNeg,NegV or NegativeTone&VNeg,,170,17,,1
971,"{""icon"": ""c99ffff""}",143C-18,NegV/[V-Neg]/Neg[V-Neg],NegV/[V-Neg]/Neg[V-Neg],,170,18,,1
972,"{""icon"": ""d99ffff""}",143C-19,NegV/VNeg/NegVNeg,NegV/VNeg/NegVNeg,,170,19,,1
973,"{""icon"": ""t99ffff""}",143C-20,NegV/[V-Neg]/[Neg-V-Neg],NegV/[V-Neg]/[Neg-V-Neg],,170,20,,1
974,"{""icon"": ""f99ffff""}",143C-21,[Neg-V]/VNeg/[Neg-V-Neg],[Neg-V]/VNeg/[Neg-V-Neg],,170,21,,1
975,"{""icon"": ""s99ffff""}",143C-22,NegV/[Neg-V]/Neg[Neg-V],NegV/[Neg-V]/Neg[Neg-V],,170,22,,1
976,"{""icon"": ""cffffcc""}",143C-23,OptDoubleNeg&OptTripleNeg,Optional double negation with optional triple negation,,170,23,,1
977,"{""icon"": ""cff6600""}",90F-1,Adjoined relative clause dominant,Adjoined relative clause dominant,,171,1,,1
978,"{""icon"": ""cffff00""}",90F-2,Adjoined or correlative,Adjoined or correlative,,171,2,,1
979,"{""icon"": ""cdd0000""}",143A-1,NegV,NegV,,172,1,,1
981,"{""icon"": ""tdd0000""}",143A-3,[Neg-V],[Neg-V],,172,3,,1
982,"{""icon"": ""t0000dd""}",143A-4,[V-Neg],[V-Neg],,172,4,,1
983,"{""icon"": ""c000000""}",143A-5,Negative Tone,Negative Tone,,172,5,,1
984,"{""icon"": ""c990099""}",143A-6,Type 1 / Type 2,Type 1 / Type 2,,172,6,,1
985,"{""icon"": ""sdd0000""}",143A-7,Type 1 / Type 3,Type 1 / Type 3,,172,7,,1
986,"{""icon"": ""s990099""}",143A-8,Type 1 / Type 4,Type 1 / Type 4,,172,8,,1
987,"{""icon"": ""d990099""}",143A-9,Type 2 / Type 3,Type 2 / Type 3,,172,9,,1
988,"{""icon"": ""s0000dd""}",143A-10,Type 2 / Type 4,Type 2 / Type 4,,172,10,,1
989,"{""icon"": ""t990099""}",143A-11,Type 3 / Type 4,Type 3 / Type 4,,172,11,,1
990,"{""icon"": ""tff66ff""}",143A-12,Type 3 / Negative Infix,Type 3 / Negative Infix,,172,12,,1
991,"{""icon"": ""caa0000""}",143A-13,OptSingleNeg,Optional Single Negation,,172,13,,1
992,"{""icon"": ""c66ff33""}",143A-14,ObligDoubleNeg,Obligatory Double Negation,,172,14,,1
993,"{""icon"": ""cff6600""}",143A-15,OptDoubleNeg,Optional Double Negation,,172,15,,1
994,"{""icon"": ""f66ff33""}",143A-16,OptTripleNeg&ObligDoubleNeg,Optional Triple Negation with Obligatory Double Negation,,172,16,,1
995,"{""icon"": ""fff6600""}",143A-17,OptTripleNeg&OptDoubleNeg,Optional Triple Negation with Optional Double Negation,,172,17,,1
996,"{""icon"": ""cffff00""}",144W-1,Suffix&NoDoubleNeg,"Suffix, no double negation",,173,1,,1
997,"{""icon"": ""c66ff33""}",144W-2,Word&OnlyWithAnotherNeg,"Separate word, immediately following verb, only occurs with another negative morpheme",,173,2,,1
998,"{""icon"": ""c99ffff""}",144W-3,Suffix&OptDoubleNeg,"Suffix, optional double negation, can occur without a second negative",,173,3,,1
999,"{""icon"": ""cff66ff""}",144W-4,Suffix&OnlyWithAnotherNeg,"Suffix, only occurs with another negative morpheme",,173,4,,1
1000,"{""icon"": ""c009900""}",144W-5,WordBetweenSAndO,"Separate word, between subject and object",,173,5,,1
1001,"{""icon"": ""cffffff""}",144W-6,None,Verb-initial but immediately postverbal negative or negative between subject and object does not occur,,173,6,,1
1002,"{""icon"": ""cdd0000""}",144O-1,NegSOV(Neg),NegSOV(Neg),,174,1,,1
1003,"{""icon"": ""t990099""}",144O-2,S(Neg)OVNeg,S(Neg)OVNeg,,174,2,,1
1004,"{""icon"": ""c990099""}",144O-3,SNegOV(Neg),SNegOV(Neg),,174,3,,1
1005,"{""icon"": ""f990099""}",144O-4,SNegO[V(-Neg)],SNegO[V(-Neg)],,174,4,,1
1006,"{""icon"": ""t99ffff""}",144O-5,SO[(Neg-)V]Neg,SO[(Neg-)V]Neg,,174,5,,1
1007,"{""icon"": ""c0000dd""}",144O-6,SO[Neg-V(-Neg)],SO[Neg-V(-Neg)],,174,6,,1
1008,"{""icon"": ""t0000dd""}",144O-7,SO[(Neg-)V-Neg],SO[(Neg-)V-Neg],,174,7,,1
1009,"{""icon"": ""c66ff33""}",144O-8,SO[V-Neg](Neg),SO[V-Neg](Neg),,174,8,,1
1010,"{""icon"": ""t009900""}",144O-9,SOVNeg/SO[Neg-V-Neg],SOVNeg/SO[Neg-V-Neg],,174,9,,1
1011,"{""icon"": ""s990099""}",144O-10,SNegO[V(-Neg)](Neg),SNegO[V(-Neg)](Neg),,174,10,,1
1012,"{""icon"": ""s009900""}",144O-11,SOV but S[Neg-V-Neg]O/SO[V-Neg],S[Neg-V-Neg]O/SO[V-Neg] but SOV in affirmative clauses,,174,11,,1
1013,"{""icon"": ""d0000dd""}",144O-12,SO[Neg-V-(Neg)]/SOVNeg,SO[Neg-V-(Neg)]/SOVNeg,,174,12,,1
1014,"{""icon"": ""taa0000""}",144O-13,(Neg)SOVNeg/S(Neg)OVNeg/SO(Neg)VNeg,(Neg)SOVNeg/S(Neg)OVNeg/SO(Neg)VNeg,,174,13,,1
1015,"{""icon"": ""ccccccc""}",144O-14,S(Neg)O[V(-Neg)]/SO(Neg)[V(-Neg)],S(Neg)O[V(-Neg)]/SO(Neg)[V(-Neg)],,174,14,,1
1016,"{""icon"": ""sff66ff""}",144O-15,SOV & (Neg)[V-Neg],SOV & (Neg)[V-Neg],,174,15,,1
1017,"{""icon"": ""fff66ff""}",144O-16,SOV & (Neg)[V(-Neg)],SOV & (Neg)[V(-Neg)],,174,16,,1
1018,"{""icon"": ""dff66ff""}",144O-17,SOV/SVO & Neg[V-(Neg)],SOV/SVO & Neg[V-(Neg)],,174,17,,1
1019,"{""icon"": ""f99ffff""}",144O-18,SV & OV & (Neg)V(Neg),SV & OV & (Neg)V(Neg),,174,18,,1
1020,"{""icon"": ""tff66ff""}",144O-19,SV & OV &  (Neg)[V-Neg],SV & OV &  (Neg)[V-Neg],,174,19,,1
1021,"{""icon"": ""s0000dd""}",144O-20,SV & OV &  [Neg-V(-Neg)],SV & OV &  [Neg-V(-Neg)],,174,20,,1
1022,"{""icon"": ""f0000dd""}",144O-21,SV & OV &  [(Neg-)V-Neg],SV & OV &  [(Neg-)V-Neg],,174,21,,1
1023,"{""icon"": ""cdd0000""}",144Q-1,NoDoubleNeg,"Separate word, no double negation",,175,1,,1
1024,"{""icon"": ""c0000dd""}",144Q-2,OptDoubleNeg,"Separate word, optional double negation, with SNegOV possible without a second negative",,175,2,,1
1025,"{""icon"": ""c66ff33""}",144Q-3,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,175,3,,1
1026,"{""icon"": ""cffffff""}",144Q-4,No SNegOV,SOV but SNegOV does not occur,,175,4,,1
1027,"{""icon"": ""cdd0000""}",144L-1,NegSOV,NegSOV,,176,1,,1
1028,"{""icon"": ""c990099""}",144L-2,SNegOV,SNegOV,,176,2,,1
1029,"{""icon"": ""c0000dd""}",144L-3,SONegV,SONegV,,176,3,,1
1030,"{""icon"": ""c66ff33""}",144L-4,SOVNeg,SOVNeg,,176,4,,1
1031,"{""icon"": ""t0000dd""}",144L-5,SO[Neg-V],SO[Neg-V],,176,5,,1
1032,"{""icon"": ""t66ff33""}",144L-6,SO[V-Neg],SO[V-Neg],,176,6,,1
1033,"{""icon"": ""s990099""}",144L-7,SVO but SNegOV,SNegOV but SVO in affirmative clauses,,176,7,,1
1034,"{""icon"": ""s0000dd""}",144L-8,SVO but SONegV,SONegV but SVO in affirmative clauses,,176,8,,1
1035,"{""icon"": ""s66ff33""}",144L-9,SVO but SOVNeg,SOVNeg but SVO in affirmative clauses,,176,9,,1
1036,"{""icon"": ""f66ff33""}",144L-10,SVO but SO[V-Neg],SO[V-Neg] but SVO in affirmative clauses,,176,10,,1
1037,"{""icon"": ""f0000dd""}",144L-11,SVO but SO[Neg-V],SO[Neg-V] but SVO in affirmative clauses,,176,11,,1
1038,"{""icon"": ""s990099""}",144L-12,SVO/SOV but SNegOV,SNegOV but SVO/SOV in affirmative clauses,,176,12,,1
1039,"{""icon"": ""s66ff33""}",144L-13,SVO/SOV but SOVNeg,SOVNeg but SVO/SOV in affirmative clauses,,176,13,,1
1040,"{""icon"": ""c9999ff""}",144L-14,Other NegV,Other SOV with preverbal negative word,,176,14,,1
1041,"{""icon"": ""ccccccc""}",144L-15,More than one construction,More than one negative construction,,176,15,,1
1042,"{""icon"": ""cff6600""}",144L-16,ObligDoubleNeg,SOV with obligatory double negation,,176,16,,1
1043,"{""icon"": ""cffff00""}",144L-17,OptDoubleNeg,SOV with optional double negation,,176,17,,1
1044,"{""icon"": ""cff66ff""}",144L-18,SV&OV&NegV,SV & OV & NegV,,176,18,,1
1045,"{""icon"": ""c009900""}",144L-19,SV&OV&VNeg,SV & OV & VNeg,,176,19,,1
1046,"{""icon"": ""t99ffff""}",144L-20,SV&OV&[Neg-V],SV & OV & negative prefix,,176,20,,1
1047,"{""icon"": ""f009900""}",144L-21,SV&OV&[V-Neg],SV & OV & negative suffix,,176,21,,1
1048,"{""icon"": ""c99ffff""}",144L-22,SV&OV&ImmedPreverbal,SV & OV with immediately preverbal negative word,,176,22,,1
1049,"{""icon"": ""cffcc00""}",144L-23,SV&OV&InitialNeg,SV & OV with clause-initial negative word,,176,23,,1
1050,"{""icon"": ""cdd0000""}",144H-1,NoDoubleNeg,"Separate word, no double negation",,177,1,,1
1051,"{""icon"": ""c0000dd""}",144H-2,OptDoubleNeg,"Separate word, optional double negation, with NegSVO possible without a second negative",,177,2,,1
1052,"{""icon"": ""c66ff33""}",144H-3,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,177,3,,1
1054,"{""icon"": ""cdd0000""}",144C-1,"VSO, but NegSVO","VSO, but NegSVO",,178,1,,1
1055,"{""icon"": ""d990099""}",144C-2,"SVO, but SNegOV","SVO, but SNegOV",,178,2,,1
1056,"{""icon"": ""d0000dd""}",144C-3,"SVO, but SONegV","SVO, but SONegV",,178,3,,1
1057,"{""icon"": ""d66ff33""}",144C-4,"SVO, but SOVNeg","SVO, but SOVNeg",,178,4,,1
1058,"{""icon"": ""sdd0000""}",144C-5,"SVO, but NegVSO","SVO, but NegVSO",,178,5,,1
1059,"{""icon"": ""t66ff33""}",144C-6,SVO but SO[V-Neg],SVO but SO[V-Neg],,178,6,,1
1060,"{""icon"": ""t0000dd""}",144C-7,SVO but SO[Neg-V],SVO but SO[Neg-V],,178,7,,1
1061,"{""icon"": ""cff6600""}",144C-8,OSV but NegSVO/O[Neg-V]S,OSV but NegSVO/O[Neg-V]S,,178,8,,1
1062,"{""icon"": ""fdd0000""}",144C-9,"SVO, but NegSNegOV","SVO, but NegSNegOV",,178,9,,1
1063,"{""icon"": ""f0000dd""}",144C-10,"SVO, but SONeg[V-Neg]/SO[Neg-V-Neg]","SVO, but SONeg[V-Neg]/SO[Neg-V-Neg]",,178,10,,1
1064,"{""icon"": ""t990099""}",144C-11,SOV but  SONeg[V-Neg]/S[Neg-V-Neg] O,SOV but  SONeg[V-Neg]/S[Neg-V-Neg] O,,178,11,,1
1065,"{""icon"": ""caa0000""}",144C-12,"SVO/VSO, but NegSVONeg","SVO/VSO, but NegSVONeg",,178,12,,1
1066,"{""icon"": ""sffff00""}",144C-13,"SVO/VSO, but [Neg-V]SO(Neg)","SVO/VSO, but [Neg-V]SO(Neg)",,178,13,,1
1067,"{""icon"": ""c66ff33""}",144C-14,"SVO/SOV, but SVONeg","SVO/SOV, but SVONeg",,178,14,,1
1068,"{""icon"": ""c990099""}",144C-15,"SVO/SOV, but SNegVO","SVO/SOV, but SNegVO",,178,15,,1
1069,"{""icon"": ""f990099""}",144C-16,"SVO/SOV, but SNegOV","SVO/SOV, but SNegOV",,178,16,,1
1070,"{""icon"": ""f66ff33""}",144C-17,"SVO/SOV, but SOVNeg","SVO/SOV, but SOVNeg",,178,17,,1
1071,"{""icon"": ""cdd0000""}",144T-1,NegVSO,NegVSO,,179,1,,1
1072,"{""icon"": ""c0000dd""}",144T-2,VSNegO,VSNegO,,179,2,,1
1073,"{""icon"": ""c66ff33""}",144T-3,VSONeg,VSONeg,,179,3,,1
1074,"{""icon"": ""tdd0000""}",144T-4,NegVOS,NegVOS,,179,4,,1
1075,"{""icon"": ""sdd0000""}",144T-5,NegVSO/NegVOS,NegVSO/NegVOS,,179,5,,1
1076,"{""icon"": ""ddd0000""}",144T-6,NegV & VS & VO,NegV & VS & VO,,179,6,,1
1077,"{""icon"": ""fdd0000""}",144T-7,SVO but NegVSO,NegVSO but SVO in affirmative clauses,,179,7,,1
1078,"{""icon"": ""cff66ff""}",144T-8,[Neg-V]SO,VSO with negative prefix,,179,8,,1
1079,"{""icon"": ""tff66ff""}",144T-9,[Neg-V]OS,VOS with negative prefix,,179,9,,1
1080,"{""icon"": ""t99ffff""}",144T-10,[V-Neg]OS,VOS with negative suffix,,179,10,,1
1081,"{""icon"": ""d99ffff""}",144T-11,[V-Neg] & VS &VO,[V-Neg] & VS &VO,,179,11,,1
1082,"{""icon"": ""c990099""}",144T-12,NegVSO/[Neg-V]SO,NegVSO/[Neg-V]SO,,179,12,,1
1083,"{""icon"": ""t990099""}",144T-13,NegVOS/[Neg-V]OS,NegVOS/[Neg-V]OS,,179,13,,1
1084,"{""icon"": ""caa0000""}",144T-14,NegVSO/SNegVO,NegVSO/SNegVO,,179,14,,1
1085,"{""icon"": ""c009900""}",144T-15,VSONeg/SVONeg,VSONeg/SVONeg,,179,15,,1
1086,"{""icon"": ""taa0000""}",144T-16,NegVOS/NegSVO,NegVOS/NegSVO,,179,16,,1
1087,"{""icon"": ""t9999ff""}",144T-17,NegVOS/SNegVO,NegVOS/SNegVO,,179,17,,1
1088,"{""icon"": ""dff66ff""}",144T-18,[Neg-V]OS/S[Neg-V]O,[Neg-V]OS/S[Neg-V]O,,179,18,,1
1089,"{""icon"": ""cffcc00""}",144T-19,NegV & VSO/SVO,NegV & VSO/SVO,,179,19,,1
1090,"{""icon"": ""tffcc00""}",144T-20,NegV & VOS/SVO,NegV & VOS/SVO,,179,20,,1
1091,"{""icon"": ""cffffcc""}",144T-21,OptSingleNeg,Verb-initial with optional single negation,,179,21,,1
1092,"{""icon"": ""cff6600""}",144T-22,ObligDoubleNeg,Verb-initial with obligatory double negation,,179,22,,1
1093,"{""icon"": ""cffff00""}",144T-23,OptDoubleNeg,Verb-initial with optional double negation,,179,23,,1
1094,"{""icon"": ""cdd0000""}",143G-1,NegTone,Negative tone,,180,1,,1
1095,"{""icon"": ""c0000dd""}",143G-2,NegInfix,Negative infix,,180,2,,1
1096,"{""icon"": ""c66ff33""}",143G-3,NegStemChange,Negative stem change,,180,3,,1
1098,"{""icon"": ""cdd0000""}",143D-1,(Neg)[Neg-V-Neg],(Neg)[Neg-V-Neg],,181,1,,1
1099,"{""icon"": ""c0000dd""}",143D-2,[V-Neg]Neg&OptNegInfix or Pref,[V-Neg]Neg with optional negative infix or prefix,,181,2,,1
1100,"{""icon"": ""c66ff33""}",143D-3,NegVNeg/NegNegVNeg,NegVNeg/NegNegVNeg,,181,3,,1
1101,"{""icon"": ""c000000""}",143D-4,Neg[V-Neg]/NegVNeg&NegTone,(i) Neg[V-Neg] or (ii) NegVNeg with negative tone,,181,4,,1
1102,"{""icon"": ""cff66ff""}",143D-5,Neg[V(-Neg)]Neg/[Neg-V(-Neg)]Neg,Neg[V(-Neg)]Neg/[Neg-V(-Neg)]Neg,,181,5,,1
1103,"{""icon"": ""cffff00""}",143D-6,Neg[V-(Neg)](Neg),Neg[V-(Neg)](Neg),,181,6,,1
1104,"{""icon"": ""c0000dd""}",39B-1,No inclusive/exclusive opposition,No inclusive/exclusive opposition,,182,1,,1
1105,"{""icon"": ""cdd0000""}",39B-2,Inclusive and exclusive differentiated,Inclusive and exclusive differentiated,,182,2,,1
1106,"{""icon"": ""cffffff""}",137B-1,No m in second person singular,No m in second person singular,,183,1,,1
1108,"{""icon"": ""cffffff""}",136B-1,No m in first person singular,No m in first person singular,,184,1,,1
1110,"{""icon"": ""c0000dd""}",109B-1,Instrument,Instrument,,185,1,,1
1111,"{""icon"": ""d0000dd""}",109B-3,Instrument and locative,Instrument and locative,,185,3,,1
1112,"{""icon"": ""s0000dd""}",109B-2,Locative,Locative,,185,2,,1
1113,"{""icon"": ""cffffff""}",109B-5,No applicative construction,No applicative construction,,185,5,,1
1114,"{""icon"": ""cdd0000""}",109B-4,No other roles (= Only benefactive),No other roles (= Only benefactive),,185,4,,1
1115,"{""icon"": ""cffffff""}",10B-1,no nasal vs. oral vowel contrast,no nasal vs. oral vowel contrast,,186,1,,1
1116,"{""icon"": ""cdd0000""}",10B-3,two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) with nasal spreading,two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) with nasal spreading,,186,3,,1
1117,"{""icon"": ""ddd0000""}",10B-2,two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) without nasal spreading,two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) without nasal spreading,,186,2,,1
1118,"{""icon"": ""c0000dd""}",10B-5,four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ v /Vː/) with nasal spreading,four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ v /Vː/) with nasal spreading,,186,5,,1
386,"{""icon"": ""dffff00""}",81A-4,VOS,Verb-object-subject (VOS),,81,4,,2
1119,"{""icon"": ""d0000dd""}",10B-4,four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ vs. /Vː/) without nasal spreading,four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ vs. /Vː/) without nasal spreading,,186,4,,1
1120,"{""icon"": ""cffffff""}",25B-1,Zero-marking,Zero-marking,,187,1,,1
1121,"{""icon"": ""cff6600""}",25B-2,Non-zero marking,Non-zero marking,,187,2,,1
1122,"{""icon"": ""cffff00""}",21B-1,monoexponential TAM,monoexponential TAM,,188,1,,1
1123,"{""icon"": ""cdd0000""}",21B-3,TAM+agreement+diathesis,TAM+agreement+diathesis,,188,3,,1
1124,"{""icon"": ""c990099""}",21B-2,TAM+agreement,TAM+agreement,,188,2,,1
1125,"{""icon"": ""c0000dd""}",21B-5,TAM+polarity,TAM+polarity,,188,5,,1
1126,"{""icon"": ""c66ff33""}",21B-4,TAM+agreement+construct,TAM+agreement+construct,,188,4,,1
1127,"{""icon"": ""cffffff""}",21B-6,no TAM,no TAM,,188,6,,1
1128,"{""icon"": ""cdd0000""}",108B-1,productive,productive,,189,1,,1
1129,"{""icon"": ""c0000dd""}",108B-3,not productive,not productive,,189,3,,1
1130,"{""icon"": ""c990099""}",108B-2,partially productive,partially productive,,189,2,,1
1131,"{""icon"": ""cffffff""}",108B-4,no antipassive,no antipassive,,189,4,,1
1132,"{""icon"": ""cdd0000""}",130B-1,Hunter-gatherers,Hunter-gatherers,,190,1,,1
1133,"{""icon"": ""c0000dd""}",130B-3,Full-fledged farmers,Full-fledged farmers,,190,3,,1
1134,"{""icon"": ""cffffff""}",130B-2,Farmer-foragers,Farmer-foragers,,190,2,,1
1136,"{""icon"": ""cdd0000""}",58B-3,Two to four,Two to four,,191,3,,1
1137,"{""icon"": ""cffff00""}",58B-2,One,One,,191,2,,1
1138,"{""icon"": ""c0000dd""}",58B-4,Five or more,Five or more,,191,4,,1
1139,"{""icon"": ""cffff00""}",79B-1,A regular and a suppletive form alternate,A regular and a suppletive form alternate,,192,1,,1
1140,"{""icon"": ""cdd0000""}",79B-3,Hortative,Hortative,,192,3,,1
1141,"{""icon"": ""c0000dd""}",79B-2,Imperative,Imperative,,192,2,,1
1142,"{""icon"": ""cffffff""}",79B-5,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material),,192,5,,1
1143,"{""icon"": ""c990099""}",79B-4,Imperative and Hortative,Imperative and Hortative,,192,4,,1
388,"{""icon"": ""d0000dd""}",81A-6,OSV,Object-subject-verb (OSV),,81,6,,2
1135,"{""icon"": ""cffffff""}",58B-1,None reported,None reported,,191,1,,2
653,"{""icon"": ""cffffff""}",88A-6,Mixed,Two or more of above types with none dominant,,88,6,,2
549,"{""icon"": ""c990099""}",116A-3,Mixture of previous two types,Question particle and interrogative verb morphology,,116,3,,3
260,"{""icon"": ""ddd0000""}",51A-7,Prepositional clitics,Prepositional clitics,,51,7,,2
385,"{""icon"": ""cffff00""}",81A-3,VSO,Verb-subject-object (VSO),,81,3,,2
188,"{""icon"": ""c0000dd""}",38A-1,Indefinite word distinct from 'one',Indefinite word distinct from numeral for 'one',,38,1,,2
189,"{""icon"": ""c9999ff""}",38A-2,Indefinite word same as 'one',Numeral for 'one' is used as indefinite article,,38,2,,2
403,"{""icon"": ""cdd0000""}",85A-2,Prepositions,Prepositions,,85,2,,3
552,"{""icon"": ""ccccccc""}",116A-6,Interrogative intonation only,Interrogative intonation only,,116,6,,5
