id,language_id,language_name,xhtml
3834,mtp,Mixe (Totontepec),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: c<u>a</u>'<u>a</u></p>
</td>
<td>
<p>""brazo, mano""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: c<u>a</u>'<u>a</u></p>
</td>
<td>
<p>""brazo, mano""</p>
</td>
</tr>
</table></div>"
3835,oss,Ossetic,"<div class=""Example""><p><i>tsaï</i></p></div>"
3836,niv,Nivkh,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-kir</dd>
  </dl>
</div>"
3837,abi,Abipón,"<div class=""comments"">
  
</div>"
3838,wat,Watjarri,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: kati</p>
</td>
<td>
<p>""forearm, arm (generally)""</p>
</td>
</tr>
<tr>
<td>
<p>parrtji</p>
</td>
<td>
<p>""arm, forearm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: mara</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
3839,yaq,Yaqui,
3840,mul,Mulao,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">ni<span class=""s1""><sup>5</sup></span></p>
<p class=""p1"">hui<span class=""s1""><sup>5</sup></span></p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">naːi<span class=""s1""><sup>6</sup></span></p>
<p class=""p1"">ka<span class=""s1""><sup>6</sup></span></p>
</td>
<td class=""td8"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3841,fri,Frisian,"<div class=""comments"">
  <p>(Ponelis 1993: 563)</p>
</div>"
3842,slp,Selepet,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-ŋâit</dd>
  </dl>
</div>"
3843,lav,Lavukaleve,"<div class=""comments"">
  
</div>"
3844,cre,Cree (Plains),"<div class=""Example""><p><i>nihtiy-, maskihkîwâpoy-</i></p></div>"
3845,cle,Chinantec (Lealao),"<div class=""comments"">
  <p>b. go'</p>
<p> </p>
</div>"
3846,des,Desano,"<div class=""comments"">
  
</div>"
3847,poh,Ponapean,"<div class=""Example""><p><i>dih</i></p></div>"
3848,yor,Yoruba,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>bá</dd>
  </dl>
</div>"
3849,beo,Beothuk,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: watheek</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>watheekee</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>memayet</p>
</td>
<td>
<p>""arms""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: memen</p>
</td>
<td>
<p>""hands or fingers""</p>
</td>
</tr>
<tr>
<td>
<p>memet</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
<tr>
<td>
<p>maelmed</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
3877,win,Wintu,"<div class=""comments"">
  <p> </p>

<p> </p>

</div>"
3878,gud,Gude,"<div class=""comments"">
  
</div>"
3879,uby,Ubykh,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-ʒʻin</dd>
  </dl>
</div>"
3880,slb,Saliba (in Papua New Guinea),"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>ma(iya)</dd>
  </dl>
</div>"
3881,tot,Misantla Totonac,
3850,pol,Polish,"<div class=""Example"">
<table class=""example"">
<tr>
<td>
<p><i>Pan</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- masculine polite form of address in Polish urban</p>
<p>areas;</p>
<p>- generally used to address adult strangers; there is no</p>
<p>asymmetry in the use of <i>Pan/ Pani</i> versus <i>ty</i>
(2sg.fam)</p>
</td>
</tr>
<tr>
<td>
<p><i>Pani</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- feminine polite form of address in Polish urban areas;</p>
<p>- generally used to address adult strangers; there is no</p>
<p>asymmetry in the use of <i>Pan/ Pani</i> versus <i>ty</i>
(2sg.fam)</p>
</td>
</tr>
<tr>
<td>
<p><i>Panie</i></p>
</td>
<td>
<p>2nd pl. hon.</p>
</td>
<td>
<p>- feminine plural polite address form</p>
</td>
</tr>
<tr>
<td>
<p><i>Panowie</i></p>
</td>
<td>
<p>2nd pl. hon.</p>
</td>
<td>
<p>- masculine plural polite address form</p>
</td>
</tr>
<tr>
<td>
<p><i>Państwo</i></p>
</td>
<td>
<p>2nd pl. hon.</p>
</td>
<td>
<p>- this form is used if men and women belong to the</p>
<p>group to be politely addressed; corresponds to the</p>
<p>French <i>Messieurs-dames</i></p>
</td>
</tr>
<tr>
<td>
<p><i>ty</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td>
<p>- regular familiar 2nd person pronoun used for</p>
<p>addreessing children and close kins</p>
</td>
</tr>
<tr>
<td>
<p><i>wy</i></p>
</td>
<td>
<p>2nd pl. fam.</p>
</td>
<td>
<p>- in urban environments, <i>wy</i> is used as 2nd plural</p>
<p>intimate form of address</p>
</td>
</tr>
<tr>
<td>
<p><i>wy</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- in all rural dialects of Polish, this is the polite form
of</p>
<p>address;</p>
<p>- it is also used as the ideologically prefered form of</p>
<p>address among the members of the Polish United Workers' Party;
in urban environments, <i>wy</i> is used as 2nd plural intimate
form of address</p>
</td>
</tr>
</table></div>"
3851,agt,Anguthimri,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>t̻ama</p>
</td>
<td>
<p>""thumb""</p>
</td>
</tr>
</table></div>"
3852,maw,Maninka (Western),"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>ní</dd>
  </dl>
</div>"
3853,war,Wari',"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">co=cwaˈ</p>
<p class=""p1"">co=maˈ</p>
<p class=""p1"">co=cwain</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">cwaˈ</p>
<p class=""p1"">maˈ</p>
<p class=""p1"">cwain</p>
</td>
<td class=""td16"" valign=""top"">
<p class=""p1"">near S</p>
<p class=""p1"">near H</p>
<p class=""p1"">away from S+H</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3854,est,Estonian,"<div class=""comments"">
  
</div>"
3855,orc,Orochi,"<div class=""comments"">
  <p><div class=""Example""><p class=""p1""></p>
<p class=""p1"">a.</p>
<p class=""p1"">ama-ja</p>
<p class=""p1"">‘father and those with him’</p>
<p class=""p1""> </p>
<p class=""p1"">b.</p>
<p class=""p1"">boktoŋgo-jo</p>
<p class=""p1"">‘Boktongo and those with him’</p>
<p class=""p1""> </p>
<p class=""p1""></p>
<p class=""p1""> </p></div></p>
</div>"
3856,nym,Kinyamwezi,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: m̀konó</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>makonó</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: m̀konó</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>makonó</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
</table></div>"
3857,uhi,Uradhi,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>mata-iparima</p>
</td>
<td>
<p>""index finger""</p>
</td>
</tr>
<tr>
<td>
<p>mata-aya</p>
</td>
<td>
<p>""middle finger""</p>
</td>
</tr>
</table>
<p>etc.</p></div>"
3858,kul,Kullo,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: [no term given]</p>
</td>
<td></td>
</tr>
<tr>
<td>
<p>HAND: kuše</p>
</td>
<td>
<p>""mano""</p>
</td>
</tr>
</table></div>"
3859,kws,Kawaiisu,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ʔkɨvadɨ</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
3860,uzb,Uzbek,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>bilan</dd>    <dt>Example:</dt>
    <dd><p><i><span>кейин телефонда бригадирлар <b>билан</b> сузлаша<span> </span> бошлади</span></i></p><p><span>'Затем он принялся говорить по телефону с бригадирами.'</span></p><p><i><span>men latta-bilan stɔlni arttim</span></i></p><p><span>'I wiped the table with a cloth.'</span></p></dd>

  </dl>
</div>"
3861,tag,Tagalog,
3862,way,Wayampi,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>lɛwɛ</dd>
  </dl>
</div>"
3863,ika,Ika,"<div class=""comments"">
  
</div>"
3864,agm,Angami,
3865,lan,Lango,
3866,ger,German,"<div class=""comments"">
  <p> </p>
</div>"
3867,mao,Maori,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">teenai</p>
<p class=""p1"">teenaa</p>
<p class=""p1"">teeraa</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">near S</p>
<p class=""p1"">near H</p>
<p class=""p1"">away from S+H</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3868,slp,Selepet,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-dâ</dd>
  </dl>
</div>"
3869,grk,Greek (Modern),"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td1"" valign=""top"">
<p class=""p1"">autos</p>
<p class=""p1"">toutos</p>
<p class=""p1"">ekeinos</p>
</td>
<td class=""td2"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">medial</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3870,gua,Guarani,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kuâ</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>"
3871,slp,Selepet,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-ŋâit</dd>
  </dl>
</div>"
3872,stl,Santali,
3873,mym,Malayalam,"<div class=""Example""><p>3<sup>rd</sup> pronouns same as demonstratives</p>
<table class=""example"">
<tr>
<td>
<p><i>avan</i> (M), <i>avaḷ</i> (F) <i>atə</i> (N)</p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>ivan</i> (M), <i>ivaḷ</i> (F), <i>itə</i> (N)</p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
</table></div>"
3874,zqc,Copainalá Zoque,"<div class=""comments"">
  <p> </p>
</div>"
3875,hup,Hupa,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-L</dd>
  </dl>
</div>"
3876,bab,Babungo,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: kwíŋ</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ghɔ́</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
3882,mei,Meithei,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-nə</dd>    <dt>Example:</dt>
    <dd><p><i><span>""əynə tháŋ əmənə hə́ydu kháy""</span></i></p><p><i><span>əy<span>         </span>-nə<span>       </span>tháŋ<span>     </span>ə<span><span>           </span></span>-mə<span>     </span>-nə<span>       </span></span></i></p><p><span lang=""DE"">I<span>             </span>-CNTR knife<span>    </span> ATT<span>      </span>-one<span>    </span>-INST</span></p><p><i><span>hə́y<span>       </span>-tu<span>        </span>kháy<span>     </span>-í</span></i></p><p><span lang=""DE"">fruit<span>      </span> -DDETcut<span>        </span>-NHYP</span></p><p><span>'I cut the fruit with a knife.'</span></p></dd>

  </dl>
</div>"
3883,rut,Rutul,"<div class=""comments"">
  <p> </p>

<p> </p>

</div>"
3884,psm,Passamaquoddy-Maliseet,"<div class=""comments"">
  
</div>"
3885,nah,Nahali,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-gon</dd>
  </dl>
</div>"
3886,tac,Tacana,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>eme jatsa</p>
</td>
<td>
<p>""dedo de mano""</p>
</td>
</tr>
</table></div>"
3887,lez,Lezgian,"<div class=""comments"">
  <p> </p>
</div>"
3888,cpn,Chepang,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;""> </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;"">sg </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;"">du </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;"">pl </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;"">1incl </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;""> </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-ŋə-cə </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-ŋ-sə </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;"">1excl </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-ŋa </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic;"">-t</span>
            <span style=""font-style:italic;"">ə</span>
            <span style=""font-style:italic;"">yh-c</span>
            <span style=""font-style:italic;"">ə</span>
          </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic;"">-t</span>
            <span style=""font-style:italic;"">ə</span>
            <span style=""font-style:italic;"">yh-ʔi</span>
          </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;"">2sg </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-naŋ </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-naŋ-jə </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-naŋ-sə </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant:small-caps;"">3sg </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">Ø </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-cə </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-ʔi/sə </p>
        </td>
      </tr>
    </table>
  </div>
  
"
3889,slp,Selepet,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-orop</dd>
  </dl>
</div>"
3890,ewe,Ewe,"<div class=""comments"">
  <p>source: Westermann 1965</p>
<p>note: Pronouns also have the neutral case marking system (p. 57).</p>
</div>"
3891,krb,Kiribati,
3892,khl,Khalaj,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>-lan</dd>
  </dl>
</div>"
3893,pit,Pitjantjatjara,"<div class=""comments"">
  <p>Numerals up to about 8 are attested, though those over 3 are rarely used.</p>
<p> </p>
</div>"
3894,luo,Luo,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>e</dd>
  </dl>
</div>"
3895,mau,Maung,"<div class=""comments"">
  <p> </p>
</div>"
3896,pem,Pemon,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: dapue</p>
</td>
<td>
<p>""brazo; ala; afluente; rama; pluma""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: yenna</p>
</td>
<td>
<p>""mano""</p>
</td>
</tr>
</table></div>"
3897,map,Mapudungun,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">tüfá</p>
<p class=""p1"">tüfey</p>
<p class=""p1"">tüyé</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">tüfá-chi</p>
<p class=""p1"">tüfey-chi</p>
<p class=""p1"">tüyé-chi</p>
</td>
<td class=""td8"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">medial</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3898,psj,Popoloca (San Juan Atzingo),"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-co</dd>
  </dl>
</div>"
3899,fon,Fongbe,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>kpó ... kpó</dd>
  </dl>
</div>"
3900,sor,Sora,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>-bat(t)e</dd>
  </dl>
</div>"
3901,uby,Ubykh,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-on</dd>
  </dl>
</div>"
3902,pip,Pipil,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>-wan</dd>
  </dl>
</div>"
3903,nsz,Nahuatl (Sierra de Zacapoaxtla),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>im<u>a</u>jp<u>i</u>l</p>
</td>
<td>
<p>""su dedo (de la mano)""</p>
</td>
</tr>
</table></div>"
3904,ccp,Cocopa,"<div class=""Example""><p><i>ṭi˙</i></p></div>"
3905,oya,Oriya,"<div class=""Example""><p><i>čā</i></p></div>"
3906,pit,Pitjantjatjara,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: (see term for other below)</p>
</td>
<td></td>
</tr>
<tr>
<td>
<p>HAND: manyirka</p>
</td>
<td>
<p>""hand ... fingers""</p>
</td>
</tr>
<tr>
<td>
<p>ma<u>r</u>a</p>
</td>
<td>
<p>""hand ... fingers""</p>
</td>
</tr>
</table></div>"
3907,mrd,Marind,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>k-</dd>
  </dl>
</div>"
3908,yuk,Yukulta,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-iya</dd>
  </dl>
</div>"
3909,ame,Amele,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>uqa</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>i</i></p>
</td>
<td>
<p>‘near 1’</p>
</td>
</tr>
<tr>
<td>
<p><i>eu</i></p>
</td>
<td>
<p>‘near 2’</p>
</td>
</tr>
<tr>
<td>
<p><i>ou</i></p>
</td>
<td>
<p>‘distal’</p>
</td>
</tr>
</table></div>"
3910,baw,Bawm,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>amah</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>hi</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>hu</i></p>
</td>
<td>
<p>‘that’</p>
</td>
</tr>
</table></div>"
3911,mxo,Mixtec (Ocotepec),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>de</i> (M), <i>ñā</i> (F), <i>ti</i> (animal), etc.</p>
</td>
<td>
<p>‘3<sup>rd</sup> person’</p>
</td>
</tr>
<tr>
<td>
<p><i>yáhá</i></p>
</td>
<td>
<p>’this’</p>
</td>
</tr>
<tr>
<td>
<p><i>xiña</i></p>
</td>
<td>
<p>’that’</p>
</td>
</tr>
</table></div>"
3912,kky,Kankanay,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ledéng</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
<tr>
<td>
<p>gamuyágey</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
3913,kos,Kosraean,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: pahol</p>
</td>
<td>
<p>""his or her hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: pahol</p>
</td>
<td>
<p>""his or her hand, arm""</p>
</td>
</tr>
</table></div>"
3914,ger,German,
3915,pai,Paiwan,"<div class=""comments"">
  <p> </p>
</div>"
3916,ale,Aleut,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>-sa-</dd>
  </dl>
</div>"
4038,koa,Koasati,"<div class=""comments"">
  <p>reciprocal marker: itti-, ittim-</p>
</div>"
3917,bre,Breton,"<div class=""Example"">
<table class=""example"">
<tr>
<td>
<p><i>c'hwi</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- form of polite address with the 2nd pl pronoun is</p>
<p>employed only among the group of speakers of the age</p>
<p>of 60 and above who have learned Breton as their first</p>
<p>language;</p>
<p>- they addressed their parents with <i>c'hwi</i>;</p>
<p>- second language learner (younger generation) use the</p>
<p>2nd sg <i>te</i>;</p>
<p>- they are taught now to use the polite form against</p>
<p>elders (70% of all Breton speaker are 70 years and older);</p>
<p>- 2nd person sg polite form of address, used</p>
<p>like <i>vous</i> in French which was historically the model
for</p>
<p>the polite usage of 2pl pronouns in Breton)</p>
</td>
</tr>
</table></div>"
3918,cyn,Cheyenne,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>moešq, moešikonoz</p>
</td>
<td>
<p>""finger...(ref. also to toes)""</p>
</td>
</tr>
</table></div>"
3919,cre,Cree,"<div class=""comments"">
  <p> </p>
</div>"
3920,gyb,Guayabero,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: peh mɨax</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: peh keʔé</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
3921,lug,Lugbara,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>bɛ</dd>
  </dl>
</div>"
3922,pau,Paumari,"<div class=""comments"">
  
</div>"
3923,win,Wintu,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p>1st person </p>
        </td>
        <td>
          <p style=""font-style:italic;"">ni </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>2nd person </p>
        </td>
        <td>
          <p style=""font-style:italic;"">mi </p>
        </td>
      </tr>
    </table>
  </div>
  
"
3924,hmo,Hmong Njua,"<div class=""comments"">
  <p> </p>
</div>"
3925,nju,Nyungar,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>marag biri</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
3926,klb,Kilba,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">(nə́)nə́nnà</p>
<p class=""p1"">(nà)ndàndà</p>
<p class=""p1"">(ŋgə̀)ŋgə́ŋgá</p>
</td>
<td class=""td21"" valign=""top"">
<p class=""p1"">=nà / (nə́)nə́nnà</p>
<p class=""p1"">=ndà / (nà)ndàndà</p>
<p class=""p1"">=ŋgà /(ŋgə̀)ŋgə́ŋgá</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">medial</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3927,tzs,Tzotzil (San Andrés),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>bic'tal c'obil</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>"
3928,mid,Midob (Meidob),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>éssìn úccí</p>
</td>
<td>
<p>""little finger""</p>
</td>
</tr>
<tr>
<td>
<p>éssìn kórkértí</p>
</td>
<td>
<p>""index finger""</p>
</td>
</tr>
<tr>
<td>
<p>éssìn tàssèréssí</p>
</td>
<td>
<p>""long (middle) finger""</p>
</td>
</tr>
<tr>
<td>
<p>éssìn kúrkó</p>
</td>
<td>
<p>""thumb""</p>
</td>
</tr>
<tr>
<td>
<p>kólkértí</p>
</td>
<td>
<p>""index finger""</p>
</td>
</tr>
</table></div>"
3929,nan,Nandi,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td13"" valign=""top"">
<p class=""p1"">ni</p>
<p class=""p1"">náː</p>
<p class=""p1"">níːn</p>
</td>
<td class=""td8"" valign=""top"">
<p class=""p1"">=ni</p>
<p class=""p1"">=naː</p>
<p class=""p1"">=niːn</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">medial</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""><b> </b></p>
<p class=""p1""> </p></div>"
