ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment
igt-3111,cmn,nɨnnɨ,nɨnnɨ,1pl.excl,we (exclusive),,
igt-3112,cmn,takwɨh,takwɨh,1dl.incl,we two (inclusive),,
igt-3113,cmn,tannɨ,tannɨ,1pl.incl,we (inclusive),,
igt-3114,kyn,John - kkaa,John\t-\tkkaa,John\t-\tAPL,John and his family John and the people with him,,
igt-3115,war,'amon mixem,'amon\tmixem,a.little\tblack,a little dirty,,
igt-3116,war,mixem tamana,mixem\ttamana,black\tvery,very dirty,,
igt-3117,krr,nau pulau sek,nau\tpulau\tsek,sea\tmurky\ttoo,... the sea is too murky.,,
igt-3118,mac,t-ekîn era'ma-'pî paaka esa-'ya,t-ekîn	era'ma-'pî	paaka	esa-'ya,REFL  -pet.ABS	see- PST	cow	owner- ERG,The owner of the cow saw his own pet.,,
igt-3119,mac,i-koneka-'pî-i-ya,i-koneka-'pî-i-ya,3SG.P  -make- PST  - 3SG.A  - ERG,He made it.,,
igt-3120,ava,nux bit’a-gi,nux\tbit’a-gi,way\tbe.straight-OPT,'Fare well!,,
igt-3121,hin,[us ke kahaanii paRh ne se] sab khush hu e,[us\tke\tkahaanii\tpaRh\tne\tse]\tsab\tkhush\thu\te,he\tgen.obl\tstory\tread\tan\tinstr\tall\thappy\tbecome\tmpl,'Everyone was happy by his reading the story,,
igt-3122,tab,N=pe n= ahan.,N=pe	n= ahan.,3SG=do	3SG=be.able,‘He can do it’.,,
igt-3123,orh,na,na,1sg,I,,
igt-3124,orh,un,un,1pl,we,,
igt-3125,mun,jom-le-ka-eʔ,jom-le-ka-eʔ,eat-ASP-OPT-SUB.3,May he/she eat it first,,
igt-3126,irq,-m,-m,1 SG,I,,
igt-3127,irq,-maan,-maan,1 PL,we,,
igt-3128,knd,bisiḷu hecca:giruvudar- inda,bisiḷu\thecca:giruvudar-\tinda,heat\tmuch.ADV.be.N.PST.GERUND.OBL-\tinstr,since it’s very hot,,
igt-3129,bsk,xisamɨj - ðar - ðɨŋ o̶jo̶ auɨl osonda ʀɨna,xisamɨj\t-\tðar\t-\tðɨŋ\to̶jo̶\tauɨl\tosonda\tʀɨna,xisamɨj\t-\tðar\t-\tðɨŋ\to̶jo̶\tauɨl\tosonda\tʀɨna,The house of the Xisami’s family is at the end of the village.,,
igt-3130,cha,ni hayi,ni\thayi,[NEG\twho],'nobody',,
igt-3131,gua,mamaz r-eimaw zapukaz,mamaz	r-eimaw	zapukaz,mother	POSS.LINK  -pet	chicken,mother's chicken,,
igt-3132,kyl,ʔamɔ sī,ʔamɔ\tsī,Amaw\tyou.PL,Amaw and that group,,
igt-3133,mnd,Tā tiāntān bu xǐzǎo.,Tā\ttiāntān\tbu\txǐzǎo.,3SG\tdaily\tNEG\tbathe,Every day she does not bathe.,,
igt-3134,mnd,Tā bu tiāntān xǐzǎo.,Tā	bu	tiāntān	xǐzǎo.,3 SG	NEG	daily	bathe,She does not bathe every day.,,
igt-3135,kyl,ʔa me ŋò phúcè,ʔa\tme\tŋò\tphúcè,he\tdo\tlaugh\tchild,He made the child laugh.,,
igt-3136,iga,alcalde-huan-ta-si pueblo-ma samuncuna,alcalde-huan-ta-si\tpueblo-ma\tsamuncuna,mayor-WITH-even-QUO\ttown-ALL\tcome.3PL,They came to town together with the mayor. note: Accompaniment,,
igt-3137,iga,caspi-hua-si tanteancuna ñayapa junda,caspi-hua-si\ttanteancuna\tñayapa\tjunda,stick-WITH-QUO\tmeasure.3PL\thow\tfull,"It was so full, they were measuring it with a tree-trunk. note: Instrument",,
igt-3138,mei,əŋáŋ si ŋəw r e,əŋáŋ\tsi\tŋəw\tr\te,child\tthis\twhite\tperf\tdecl,the child became fair,,
igt-3139,mei,ram di ravan bu hát khi rəmm í,ram\tdi\travan\tbu\thát\tkhi\trəmm\tí,Ram\tdlmt\tRavan\tacc\tkill\tstill\tunwit\tnhyp,Ram killed Ravan,,
igt-3140,mei,má kə́pp í,má\tkə́pp\tí,he\tcry\tnhyp,he cried,,
igt-3141,mei,əŋáŋ si má bu íll í,əŋáŋ\tsi\tmá\tbu\tíll\tí,child\tthis\the\tacc\tpush\tnhyp,the child pushed him,,
igt-3142,chk,qupute t riŋemyetərkət,qupute\tt\triŋemyetərkət,petrel\tpl\tfly.prs.3pl,the petrels are flying,,
igt-3143,chk,qaa ta tənpənen ʔiŋə,qaa\tta\ttənpənen\tʔiŋə,reindeer\terg\tgore.pst.3sg>3sg\twolf,the reindeer gored the wolf,,
igt-3144,chk,gəm wətku aywe təpkirək amnoŋ gəpə,gəm\twətku\taywe\ttəpkirək\tamnoŋ\tgəpə,I\tjust\tyesterday\tarrive.pst.1sg\ttundra\tabl,I arrived only yesterday from the tundra,,
igt-3145,chk,inenreqekwʔi gə nan gəm,inenreqekwʔi\tgə\tnan\tgəm,what.pst.2sg>1sg\tyou\terg\tI,what did you do to me? (lit. you whatted me?),,
igt-3147,yag,b. ray=pú̜ú̜chiy sa-dee-tu,b.	ray=pú̜ú̜chiy	sa-dee-tu,	1SG  =lead/carry	3SG  -child- F,I carry/lead his daughter.,,
igt-3146,yag,a. ráy juváay,a.	ráy	juváay,	1SG.PRON	do/work/make,I’m working.,,
igt-3148,mar,sny'ak sh ashvar k,sny'ak\tsh\tashvar\tk,woman\tnom\tsing\treal,the woman sang,,
igt-3149,mar,lynn sh 'ii m hat ashkam k,lynn\tsh\t'ii\tm\that\tashkam\tk,Lynn\tnom\twood\tassoc\tdog\thit\treal,Lynn hit the dog with a stick,,
igt-3150,mar,man sh k v'aw m,man\tsh\tk\tv'aw\tm,you\tnom\tipr\tstand\treal,you stand up!,,
igt-3151,mar,nyaa (-sh) many ny yuu k,nyaa	(-sh)	many	ny	yuu	k,I	(- nom)	you.acc	1>2	see	real,I see you,,
igt-3152,mar,man sh nyip 'nym aham m,man\tsh\tnyip\t'nym\taham\tm,you\tnom\tI.acc\t2>1\thit\treal,you hit me,,
igt-3153,bab,Làmbí ! sáŋ ŋwǝ́,Làmbí	! sáŋ	ŋwǝ́,Lambi	beat.IMPF	him,Lambi beat him.,,
igt-3154,bab,Làmbí sáŋ ! ŋwǝ́,Làmbí	sáŋ	! ŋwǝ́,Lambi	beat.PFV	him,Lambi has beaten him.,,
igt-3155,mis,Giovanni tuktan sirpi kum sa,Giovanni\ttuktan\tsirpi\tkum\tsa,Giovanni\tchild\tsmall\tone\tCOP.3SG.PRES,Giovanni is a small child.,,
igt-3156,mis,aisi-kam bara sa,aisi-kam	bara	sa,		be.3 SG.PRES,Your father is here.,,
igt-3157,poh,met pahn megali,met\tpahn\tmegali,this\twill\twither,This will wither.,,
igt-3158,poh,iet  noumw naipen,iet\tnoumw\tnaipen,this/here\tyour\tknife,Here is your knife.,,
igt-3159,mcd,sum,sum,be.1.SG.PRES,'be',,
igt-3160,mcd,bev,bev,be.1.SG.PST,'be',,
igt-3161,mcd,id-am,id-am,go-1.SG.PRES,'go',,
igt-3162,mcd,id-ev,id-ev,go-1.SG.IMPF,'go',,
igt-3163,mcd,pojd-ov,pojd-ov,go.PFV-1.SG.AOR,'go',,
igt-3164,mcd,išol,išol,go.PST.PTCP.SG.M,'go',,
igt-3165,prs,pul-o be ma dad,pul-o\tbe\tma\tdad,money-OBJ\tto\t1PL\tgave,He gave the money to us.,,
igt-3166,ifu,da Maladyuh,da\tMaladyuh,they\tMaladyuh,Maladyuh and others,,
igt-3167,yor,rírà tí Olú ra aso,rírà\ttí\tOlú\tra\taso,buy.AN\tREL\tOlu\tbuy\tdress,Olu’s buying of the dress,,
igt-3168,dut,Zingen!,Zingen!,sing.INF,Sing!,,
igt-3169,grw,angut taanna qimmi-qar-puq,angut	taanna	qimmi-qar-puq,man	that	dog-have-3 SG.IND,That man has dogs.,,
igt-3170,tkl,sgi’si - di,sgi’si\t-\tdi,coyote\t-\tDU,coyote and another,,
igt-3171,yur,kic hes neskʷec-okʷ ku wɹʔyɹs,kic\thes\tneskʷec-okʷ\tku\twɹʔyɹs,PST\tq\tcome-3SG\tDEF\tgirl,Has the girl come back yet?,,
igt-3172,yko,[ta ŋ marqil' eris' ann'-o:l-de-gen ] tabud-ek lem-mele,[ta ŋ	marqil'	eris'	ann'-o:l-de-gen ]	tabud-ek	lem-mele,that	girl	badly	speak- RNR-POSS-PROL	that -PRED	,"Because that girl had spoken wrongly, he ate her.",,
igt-3173,tun,t ɔ'mahkǎ ku hi'puhkʔura'nì,t\tɔ'mahkǎ\tku\thi'puhkʔura'nì,the\talligator\tm.sg\tdance.3sg,the alligator was dancing,,
igt-3174,tun,ha'yišǐku t o'nǐ ku ʔuhka'linʔuhkɛ'nì,ha'yišǐku\tt\to'nǐ\tku\tʔuhka'linʔuhkɛ'nì,one.above\tthe\tman\tm.sg\tcreate.3sg/3sg,the One Above created man,,
igt-3175,tun,ʔu'wǐn ʔe'rukɔ'nì,ʔu'wǐn\tʔe'rukɔ'nì,he\tlaugh.3sg,he was laughing,,
igt-3176,tun,ʔi'mǎn ʔunta'pinikʔahčá,ʔi'mǎn\tʔunta'pinikʔahčá,I\tcatch.1sg/3pl,I will catch them,,
igt-3177,tun,ʔi'mǎn ʔihpɛ'kawikʔahčá,ʔi'mǎn\tʔihpɛ'kawikʔahčá,I\thit.3sg/1sg,he will hit me,,
igt-3178,aeg,ʔana ʕaawiz [a-kallim il-mudiir].,ʔana	ʕaawiz	[a-kallim	il-mudiir].,I	want	1SG  -talk	ART  -manager,I want to talk to the manager.,,
igt-3179,fre,le garçon cour t,le\tgarçon\tcour\tt,the.m.sg\tboy\trun.prs\t3sg,the boy runs,,
igt-3180,fre,la femme voit le garçon,la\tfemme\tvoit\tle\tgarçon,the.f.sg\twoman\tsee.prs.3sg\tthe.m.sg\tboy,the woman sees the boy,,
igt-3181,fre,je cour s,je\tcour\ts,I.nom\trun.prs\t1sg,I run,,
igt-3182,fre,je te vois,je\tte\tvois,I.nom\tyou.acc\tsee.prs.1sg,I see you,,
igt-3183,fre,tu me vois,tu\tme\tvois,you.nom\tI.acc\tsee.prs.2sg,you see me,,
igt-3184,geo,Dac’ere.,Dac’ere.,write.IND.AOR.2SG,You wrote.’ o r ‘Write!,,
igt-3185,geo,... icode rom ...,... icode	rom ...,know.SBJV.PRES.2SG	that,... that you know that ...’ or ‘Know that ...,,
igt-3186,geo,Modi!,Modi!,come.IMP.2SG,Come!,,
igt-3187,tsi,yagwa hadiks a üüla,yagwa\thadiks\ta\tüüla,prs\tswim\tabs\tseal,the seal is swimming,,
igt-3188,tsi,yagwa t huum da duus a hoon,yagwa\tt\thuum\tda\tduus\ta\thoon,prs\t3A\tsmell\terg\tcat\tabs\tfish,the cat is smelling the fish,,
igt-3189,tsi,´nüüyu nah alyag ad a sm´algy a x,´nüüyu	nah	alyag	ad	a	sm´algy a x,I	pst	speak	3sg	prep	Coast.Tsimshian,I was speaking in Coast Tsimshian,,
igt-3190,tsi,´nüüyu in hooy ga ntamiis,´nüüyu	in	hooy	ga ntamiis,I	top	use	pencil,I am using the pencil,,
igt-3191,tsi,ada t ´nüüyu nah niidz a ol,ada\tt\t´nüüyu\tnah\tniidz\ta\tol,and\t3A\tI\tpst\tsee\terg\tbear,and the bear saw me,,
igt-3192,lok,mOmO - ni,mOmO\t-\tni,Momo\t-\tAPL,Momo and others,,
igt-3193,iri,imeoidh an deatach so,imeoidh\tan\tdeatach\tso,go.away.fut\tthe\tsmoke\tthis,this smoke will go away,,
igt-3194,iri,fágann na fir na capaill sa pháirc,fágann\tna\tfir\tna\tcapaill\tsa\tpháirc,leave.prs\tthe.pl\tman.pl\tthe.pl\thorse.pl\tin.the\tfield,the men leave the horses in the field,,
igt-3195,iri,ar fhan sé sa bhaile mhór,ar\tfhan\tsé\tsa\tbhaile\tmhór,q\tstay.pst\the.nom\tin.the\ttown\tbig,did he stay in the town?,,
igt-3196,iri,ar bhuail sé thú,ar\tbhuail\tsé\tthú,q\tstrike.pst\the.nom\tyou.acc,did he strike you?,,
igt-3197,mle,ʔatsi ziginó mukk-é-ne,ʔatsi\tziginó\tmukk-é-ne,person.M.NOM\tyesterday\tcome-PFV-AFF.DECL,The man came yesterday.,,
igt-3198,dan,gɔ̧̄ɔ̧̄` (ɓâ) gbɛ̂ zʌ̄ sɯ̂,gɔ̧̄ɔ̧̄`\t(ɓâ)\tgbɛ̂\tzʌ̄\tsɯ̂,man\tposs\tdog\tkill\tan,a/the killing of a/the dog by a/the man',,
igt-3199,rus,"Ja poterjal nož, kotorym ja narezal xleb.","Ja\tpoterjal\tnož,\tkotorym\tja\tnarezal\txleb.",I\tlose.PST\tknife.ACC\twhich.INSTR\tI\tcut.PST\tbread,I lost the knife with which I cut the bread.,,
igt-3200,mnd,tāmen [zài fángzi-hòumian] xiūli diànshìjī,tāmen\t[zài\tfángzi-hòumian]\txiūli\tdiànshìjī,they\tat\thouse-behind\trepair\ttelevision,They repair televisions behind their house.,,
igt-3201,goo,X - yarndi,X\t-\tyarndi,X\t-\tPL,X PLs others,,
igt-3202,eng,-ø,-ø,1 SG /1 PL,I we,,
igt-3203,nko,ma kumi ana na itaano,ma\tkumi\tana\tna\titaano,pl\tten\tfour\tand\tfive,45,,
igt-3204,bag,ŋʷon njuwo ga,ŋʷon\tnjuwo\tga,boy\twake\tpfv,the boy has woken,,
igt-3205,bag,ŋɡab njuwo ɡʷon(o),ŋɡab\tnjuwo\tɡʷon(o),man\twake\tboy,the man woke the boy,,
igt-3206,bag,ma me 'de,ma\tme\t'de,I\tsg1\tcome,I came,,
igt-3207,bag,ma m tok k w alɛ,ma	m	tok	k w alɛ,I	sg1	broke	pot,I broke the pot,,
igt-3208,bar,nan nyanyar yaŋgo’,nan\tnyanyar\tyaŋgo’,I\tlove\tmother,I love my mother.,,
igt-3209,sue,zaipo awenakai agore mutaya,zaipo	awenakai agore	mutaya,Zaipo	yesterday	came.3SG,Zaipo came yesterday,,
igt-3210,sue,mama naso zo ugama meni qamunua,mama\tnaso\tzo\tugama\tmeni\tqamunua,father\tmy\tone\tcrocodile\tERG\tate.3SG,a crocodile ate my father,,
igt-3211,sue,na duwena,na\tduwena,I\tfell.1SG,I fell down,,
igt-3212,sue,na ni gosinona,na\tni\tgosinona,I\tyou\tsee.1SG,I see you,,
igt-3213,mal,matahotra i Jeanne,matahotra	i	Jeanne,prs .be.afraid	art	Jeanne,Jeanne is afraid,,
igt-3214,mal,hanasa an’ i Jaona i Jeanne,hanasa	an’	i	Jaona	i	Jeanne,fut .wash	acc	art	John	art	Jeanne,Jeanne will be washing John,,
igt-3215,mal,fa tsy nandeha izy,fa\ttsy\tnandeha\tizy,but\tneg\tpst.go\tshe,but she did not go,,
igt-3216,mal,kanefa tsy nandidy izy,kanefa	tsy	nandidy	izy,but	neg	pst .cut	she,but she did not cut it,,
igt-3217,mal,nitoraka azy ny ankizy,nitoraka	azy	ny	ankizy,pst .throw.stones	he.acc	the	child,the child threw stones at him,,
igt-3231,tml,avaru (oru) daktar,avaru\t(oru)\tdaktar,he\t(one)\tdoctor,He is a doctor.,,
igt-3232,tml,ippo oru daktar-aa taan irukkaraaru,ippo	oru	daktar-aa	taan	irukkaraaru,now	one	doctor- ADV	EMPH	be.3 SG.HON.PRES,Now he is a doctor.,,
igt-3233,tml,Raaman tootta-ille irukkaraan,Raaman	tootta-ille	irukkaraan,Raaman	garden-in	be.3 SG.M.PRES,Raaman is in the garden.,,
igt-3218,grw,niuirtu - kkut,niuirtu\t-\tkkut,shopkeeper\t-\tand.family,the shopkeeper and his wife,,
igt-3219,grw,palasi - kkut pulaar - put,palasi - kkut	pulaar - put,priest - and.family	visit 3p - indic.,The priest and his family are visiting.,,
igt-3220,kob,rol Dusin laŋ nipe ip hag-öp / hag-öm [yad ram ar-ab-in a g-öp],rol	Dusin	laŋ	nipe	ip	hag-öp	/	hag-öm	[yad	ram	ar-ab-in	a	g-öp],yesterday	Dusin	above	3 SG	ACC.1SG	say- PERF.3SG		say- SS.3SG	1SG	house	go- PRES-1SG	QUOT	do- PERF.3SG,"‘Yesterday at Dusin he said to me, “I am going home.”’ / ‘Yesterday at Dusin he told me that he was going home.’",,
igt-3221,klg,let-i-cai-nu,let-i-cai-nu,live-1p.PT-CNT-OPT,May we keep on living!,,
igt-3222,grb,ne¹ du¹-da² bla⁴,ne¹\tdu¹-da²\tbla⁴,1SG.SUBJ\tpound-PST.BEFORE.YEST\trice,I pounded rice before yesterday.,,
igt-3223,grb,ne¹ yi²¹-da² bla⁴ du¹ mɔle,ne¹	yi²¹-da²	bla⁴	du¹	mɔle,1SG.SUBJ	neg -pst.before.yest	rice	pound	Monday,I did not pound rice on Monday.,,
igt-3224,luv,mu tu u mwe a pwile mu zuvo,mu\ttu\tu\tmwe\ta\tpwile\tmu\tzuvo,sg\tperson\tagmt\tone\tagmt\twas\tin\thouse,the person was in the house,,
igt-3225,luv,va kweze j etu va mu kwacile u ze mw ana wamu pi,va\tkweze\tj\tetu\tva\tmu\tkwacile\tu\tze\tmw\tana\twamu\tpi,pl\tyouth\tagmt\tour\tthey\thim\tcaught\tagmt\tthat\tsg\tchild\tagmt\tbad,our youths caught that bad child,,
igt-3226,luv,etu tw a ci ling ile,etu\ttw\ta\tci\tling\tile,we\t1pl\tpst\tit\tdo\trempst,we did it,,
igt-3227,luv,va mu mwene ikiye,va\tmu\tmwene\tikiye,they\thim\tsaw\the,they saw him,,
igt-3228,bgv,"Den hanč’u-b b-as-inā-X b-is-a-nā, dē w-ič’a-be-la!","Den\thanč’u-b\tb-as-inā-X\tb-is-a-nā,\tdē\tw-ič’a-be-la!",1SG.ERG\tlying-N\tN-tell-IMPF-CONV\tN-find-POT-COND\t1SG\tM-die-IMP-OPT,Would that I died if I’m lying!,,
igt-3229,tuk,ʔ u-hu ʔ u,ʔ u-hu ʔ u,2.SG.PFV-give,'give',,
igt-3230,tuk,komo ʔ u,komo ʔ u,2.SG.POTENTIAL.give,'give',,
igt-3234,sam,Ou te lē fiafia [i le sasa ina e le tama o le maile].,Ou\tte\tlē\tfiafia\t[i\tle\tsasa\tina\te\tle\ttama\to\tle\tmaile].,1sg\ttam\tneg\tlike\tobj\tart\thit\tan\terg\tart\tboy\tsubposs\tart\tdog,’I don't like the boy's beating of the dog’ (or ’...that the boy beats the dog’),,
igt-3235,ger,Anna und die,Anna\tund\tdie,Anna\tand\tPL.DEF.ART,Anna and her group,,
igt-3236,mei,húm phú təra,húm\tphú\ttəra,three\tscore\tten,70 (i.e. 3 x 20 + 10),,
igt-3237,mei,c̄ə ni,c̄ə\tni,100\t2,200 (i.e. 100 x 2),,
igt-3238,abk,Zaìra - raa,Zaìra\t-\traa,Zaira\t-\tAPL,Zaira and friends etc...,,
igt-3239,iql,illu-up ukkua -nga,illu-up\tukkua\t-nga,house-GEN\tdoor-\t3sg.poss,the door of the house,,
igt-3240,khm,k’nyom,k’nyom,1sg,I,,
igt-3241,khm,yerng,yerng,1pl,we,,
igt-3242,spa,dos ciento s cincu enta seis,dos\tciento\ts\tcincu\tenta\tseis,two\thundred\tpl\tfive\tty\tsix,256,,
igt-3243,sup,ɲ y ɛ,ɲ y ɛ,be.PRES,'be',,
igt-3244,sup,mpyi,mpyi,be.PST,'be',,
igt-3245,sup,mpyi,mpyi,be.HAB,'be',,
igt-3246,sup,mpyi,mpyi,be.FUT,'be',,
igt-3247,sup,pa,pa,come.PFV,'come',,
igt-3248,sup,ma,ma,come.IMPF,'come',,
igt-3249,sup,lógó,lógó,hear.PFV,'hear',,
igt-3250,sup,núrú,núrú,hear.IMPF,'hear',,
igt-3251,nyi,Belfɛ - ŋi,Belfɛ\t-\tŋi,Belfe\t-\tAPL,Belfe and company people called Belfe,,
igt-3252,oji,“mii maanpii wii-bkeyaanh” kido giiwenh wa mko,“mii	maanpii	wii-bkeyaanh”	kido	giiwenh	wa	mko,but	here	intend-turn.off.1 SG	say.3 SG	it.is.said	that	bear,"“Well, this is where I turn off,” the bear said.",,
igt-3253,ram,tiiskiba lut aala l i,tiiskiba	lut	aala l	i,child	pl	play	tns,the children play,,
igt-3254,ram,Kristina kalma suk baakur i,Kristina\tkalma\tsuk\tbaakur\ti,Kristina\tclothes\twash\tasp\ttns,Kristina was washing clothes,,
igt-3255,ram,nah traa l i baan,nah	traa l	i	baan,I	walk	tns	dis,"I am going, then",,
igt-3256,ram,nah kalma sku i,nah\tkalma\tsku\ti,I\tclothes\twash\ttns,I wash clothes,,
igt-3257,ram,saaluk na nguls uung u,saaluk\tna\tnguls\tuung\tu,prickle\tI.acc\tstab\tdo\ttns,a prickle stabbed me,,
igt-3258,mao,"[ Kia tae mai te moni], maa.ku e hoko mai he koha maa.u","[ Kia	tae	mai	te	moni],	maa.ku	e	hoko	mai	he	koha	maa.u",SBJV	arrive	hither	the	money	INTGEN.1SG	T/A	barter	hither	a	gift	INTGEN.2SG,"When the money arrives, I will buy you a present.",,
igt-3259,epe,pɨ mimia-rú pérã,pɨ\tmimia-rú\tpérã,you\twork-PRES\tbecause,because you work,,
igt-3260,epe,hára pʰã-dá- irã,hára\tpʰã-dá-\tirã,tell\tbe.PL-PL-\tbecause,because they tell me,,
igt-3261,min,batiak Kairil,batiak\tKairil,papaya\tKairil,Kairil's papaya,,
igt-3262,min,batiak kuniang,batiak\tkuniang,papaya\tyellow,yellow papaya,,
igt-3263,min,batiak Kairil bali,batiak\tKairil\tbali,papaya\tKairil\tbuy,papaya that Kairil bought,,
igt-3264,arg,ʔakalaw sandwiich-aat,ʔakalaw\tsandwiich-aat,eat.3PL\tsandwich-PL,They ate sandwiches.,,
igt-3265,cnl,i-,i-,1 SG /1 PL .EXCL,I we (exclusive),,
igt-3266,cnl,pa(C)-,pa(C)-,1 PL .INCL,we (inclusive),,
igt-3267,psm,wasis ksinuhka,wasis\tksinuhka,child.prx\tbe.sick.3sgprx,the child is sick,,
igt-3268,psm,máli ´kosélomal wasís ol,máli\t´kosélomal\twasís\tol,Mary\tlove.3sgprx/3sgobv\tchild\tobv,Mary loves the child,,
igt-3269,hun,-Vk,-Vk,1 SG,I,,
igt-3270,hun,-Vnk,-Vnk,1 PL,we,,
igt-3271,kty,we:rlə-ŋil-an,we:rlə-ŋil-an,make- DU.P-2SG.A,You make them two.,,
igt-3272,kty,we:rlə-l-an,we:rlə-l-an,make- PL.P-2SG.A,You make them.,,
igt-3273,tno,si tuama si wewean wale rua,si\ttuama\tsi\twewean\twale\trua,ANIM.SG\tman\tTOP\texist\thouse\ttwo,"‘The man has two houses.’ (lit. ‘As far as the man is concerned, there are two houses’).",,
igt-3274,bab,Làmbí gè táa yìwìng ghó Ndùlá,Làmbí\tgè\ttáa\tyìwìng\tghó\tNdùlá,Lambi\tgo.PFV\tto\tmarket\twith\tNdula,Lambi went to the market with Ndula.,,
igt-3275,bab,Làmbì ghó Ndùlá gè táa yìwìng,Làmbì\tghó\tNdùlá\tgè\ttáa\tyìwìng,Lambi\tand/with\tNdula\tgo.PFV\tto\tmarket,Lambi and Ndula went to the market.,,
igt-3276,ttu,Lek’-i- v že Dik’-e-r,Lek’-i-\tv\tže\tDik’-e-r,Lek-PL-\terg\tsheep\ttake.away-AOR-PST,The Leki would take away sheep.,,
igt-3277,hzb,lo,lo,be.PRES,'be',,
igt-3278,hzb,zúq'ur,zúq'ur,be.PST,'be',,
igt-3279,hzb,- ɑ q(u)/ zəχ ɑ r,- ɑ q(u)/ zəχ ɑ r,"happen, usually be/ find, appear to be, probably be (=be.FUT)",'be',,
igt-3280,tau,ʔe fanu-na wate,ʔe\tfanu-na\twate,that\tman-GEN\thouse,that man’s house,,
igt-3281,tau,wate ne-pi,wate\tne-pi,house\t3SG-GEN,his/her house,,
igt-3337,urk,pe i mu o ho i ngi,pe\ti\tmu\to\tho\ti\tngi,then\t3\tbrother\t3\tgo\t3\tfrom,then his brother went away from him,,
igt-3338,urk,jakare ke kaitã japi amõ tĩ,jakare\tke\tkaitã\tjapi\tamõ\ttĩ,alligator\tacc\tCaetano\t3.shoot\tanother\talso,Caetano also shot an alligator,,
igt-3339,urk,pe jande ja jan x oty,pe\tjande\tja\tjan\tx\toty,then\twe\t1pl\trun\t3\ttowards,then we ran towards him,,
igt-3340,urk,ihẽ ke a'e mu'e tĩ,ihẽ\tke\ta'e\tmu'e\ttĩ,I\tacc\the\t3.teach\talso,he also taught me,,
igt-3282,kor,[Hyǝnsik-i kɪ̵ kä-lɪ̵l ttäli-n] maktäki,[Hyǝnsik-i\tkɪ̵\tkä-lɪ̵l\tttäli-n]\tmaktäki,Hyensik-NOM\tthe\tdog-ACC\tbeat-REL\tstick,the stick with which Hyensik beat the dog,,
igt-3283,ram,naas,naas,1sg,I,,
igt-3284,ram,nsut,nsut,1pl,we,,
igt-3285,prh,"xií bait-áo-p-i ""híx","xií\tbait-áo-p-i\t""híx",cloth\twash-TELIC-IMPF-PROX\tq,Are you going to wash clothes?,,
igt-3286,prh,xísi ib-áo-p- óxóí,xísi\tib-áo-p-\tóxóí,3.ANIMAL\thit.arrow-TELIC-IMPF-\tq,Did you arrow fish?,,
igt-3287,awp,na=na [pishkatu pay-nin-tu=mika]=ta pyan-ta-w,na=na\t[pishkatu\tpay-nin-tu=mika]=ta\tpyan-ta-w,1SG=TOP\t[fish\tbuy-CAUS-IMPF=NMLZ.SG]=ACC\thit-PST-1,I hit the one who was selling the fish.,,
igt-3288,awp,[na-wa sula kwa-t=mika] kwizha nya walkwa-tɨ-zi,[na-wa\tsula\tkwa-t=mika]\tkwizha\tnya\twalkwa-tɨ-zi,[1SG-ACC\tbite\tbite-PERF.PTCP=NMLZ.SG]\tdog\tmeat\tsteal-PST-2/3,The dog which bit me stole the meat.,,
igt-3289,nug,-na nʸji-,-na\tnʸji-,see\tRESP,see each other,,
igt-3290,sel,Kokoš telken okel-enen,Kokoš	telken	okel-enen,Kokoš	boys	with -  go,Kokoš goes with the boys.,,
igt-3291,brn,ʼugu qaymo-d-osi ha-ga doosl-id ª,ʼugu	qaymo-d-osi	ha-ga	doosl-id ª,2SG.M	field-F-3SG.POSS	NON3.SUBJ-3SG.F.OBJ	cultivate-2SG.IMPF.decl,You are cultivating his field.,,
igt-3292,brn,ʼugu qaymo-d-osi ha-ga doosl-id a,ʼugu	qaymo-d-osi	ha-ga	doosl-id a,2SG.M	field-F-3SG.POSS	NON3.SUBJ-3SG.F.OBJ	cultivate-2SG.IMPF.q,Are you cultivating his field?,,
igt-3293,tha,sôm kài,sôm\tkài,orange\tKai,Kai's orange,,
igt-3294,tha,sôm sii dææŋ,sôm\tsii\tdææŋ,orange\tcolour\tred,red orange,,
igt-3295,coe,a. g w íč-t-s-ən,a.	g w íč-t-s-ən,	see- TR-2SG.P-1SG.A,I saw thee.,,
igt-3296,coe,b. k w -i-ʔc-gwíč-əm,b.	k w -i-ʔc-gwíč-əm,	2SG.P-1SG.A-ASP  -see- M,I am seeing thee.,,
igt-3297,mrt,ngunhaa nyina nguru kuwarri,ngunhaa\tnyina\tnguru\tkuwarri,this.nom\tbe\tprs\tnow,that one exists today,,
igt-3298,mrt,kartungu muyi murla a mungka lalha,kartungu\tmuyi\tmurla\ta\tmungka\tlalha,you.gen\tdog\tmeat\tacc\teat\tpst,your dog ate the meat,,
igt-3299,mrt,ngayu pamararri lha ngurra wurrini,ngayu\tpamararri\tlha\tngurra\twurrini,I.nom\tcall.out\tpst\tcamp\tdir,I called out to the camp,,
igt-3300,mrt,ngayu wangka lha nhuwana a kayarra la rru,ngayu\twangka\tlha\tnhuwana\ta\tkayarra\tla\trru,I.nom\ttell\tpst\tyou.pl\tacc\ttwo\tloc\tnow,I’ve told you twice now,,
